River,Year,Month,Day,Time_arrival,Time_departure,Airtemp_arrival,Airtemp_min,Airtemp_max,Cloud_cover_pcent ,Precipitation,Wind,Water_level,Discharge_m3_sec,Water_temperature_shore,VEMCO,RPM_arrival,RPM_departure,Operating_condition,Crew,Comments
Kedgwick,2008,5,17,9:05,11:08,10,,,90,0,Calm,62,,6.5,7,9.25,9.25,Fully,Ivan Andrew Danny,Light amount of fine debris. Front right pontoon buoy broke and stuck in wheel.  Cleaned Wheel. 
Kedgwick,2008,5,18,9:02,10:55,12,,,80,0,Calm,51,,8,7.8,8.5,8.5,Fully,Ivan Andrew Danny,Large amount of fine debris.  Tree wrapped around tail cable.
Kedgwick,2008,5,19,9:03,10:35,8,,,100,      Showers,Calm,42,,8,7.2,8.5,8.5,Fully,Ivan Andrew Danny,Large amount of fine debris.
Kedgwick,2008,5,20,9:05,10:45,9.5,,,90,0,Calm,42,,7.5,7.1,8.5,8.5,Fully,Ivan Andrew Danny,Large amount of fine debris.
Kedgwick,2008,5,21,9:09,10:26,8,,,30,0,Calm,35,,7,7.2,8.5,8.5,Fully,Ivan Andrew Danny,Medium amount of fine debris.
Kedgwick,2008,5,22,9:00,10:31,9,,,100,0,Calm,28,,7.5,7.7,8,8,Fully,Ivan Andrew Danny,"Light amount of fine debris, cleaned wheel."
Kedgwick,2008,5,23,8:58,10:20,10,,,90,0,Calm,21,,8,7.6,8,8,Fully,Ivan Andrew Danny,Light amount of fine debris.
Kedgwick,2008,5,24,8:51,10:26,7.5,,,90,0,Calm,15.5,,7.5,7.7,7.75,7.75,Fully,Ivan Andrew Danny,Light amount of fine debris.
Kedgwick,2008,5,25,8:58,10:45,10,,,20,0,Calm,9.5,,8,9,7.75,7.75,Fully,Ivan Andrew Danny,Light amount of fine debris.
Kedgwick,2008,5,26,9:59,11:18,13,,,70,0,Calm,4,,10,9.8,7.75,7.75,Fully,Ivan Andrew Danny,Light amount of fine debris.
Kedgwick,2008,5,27,9:02,10:50,13,,,100,      Showers,Calm,0,,10,9.6,7.5,7.5,Fully,Ivan Andrew Danny,Very little fine debris.
Kedgwick,2008,5,28,9:00,10:20,7.5,,,80,0,Light NW,0,,8,8.3,7.5,7.5,Fully,Ivan Andrew Danny,Very little fine debris.
Kedgwick,2008,5,29,9:16,11:00,12,,,20,0,Strong NW,35,,9,8.8,7.5,8.25,Fully,Ivan Andrew Danny,"No debris, cleaned wheel and moved out 1 bridge section.  Reset water level gauge."
Kedgwick,2008,5,30,9:07,10:46,8,,,0,0,Calm,32,,8,9.3,8.5,8.5,Fully,Ivan Andrew Danny,Very little fine debris.(Windblown material)
Kedgwick,2008,5,31,9:09,10:35,9,,,100,0,Calm,27,,9.5,9.1,8,8,Fully,Ivan Andrew Danny,Very little fine debris. 
Kedgwick,2008,6,1,9:16,10:36,10,,,100,         Drizzle,Calm,27,,9,8.5,8,8,Fully,Ivan Andrew Danny,Very little fine debris.
Kedgwick,2008,6,2,7:54,8:48,9.5,,,100,0,Calm,25,,9,8.9,8,8,Fully,Ivan Andrew Danny,Small amount of fine debris.
Kedgwick,2008,6,3,9:02,9:55,13,,,50,0,Light NW,21,,9,9.2,8,8,Fully,Ivan Andrew Danny,Very little fine debris.
Kedgwick,2008,6,4,9:00,10:15,9,,,100,0,Calm,18,,9,10.4,7.75,7.75,Fully,Ivan Andrew Danny,No debris.
Kedgwick,2008,6,5,9:05,9:57,12,,,10,0,Calm,15,,10,11.5,7.5,7.5,Fully,Ivan Andrew Danny,No debris.
Kedgwick,2008,6,6,9:10,10:37,12,,,50,0,Calm,12,,11,11.7,7.5,7.5,Fully,Ivan Andrew Danny,No debris.
Kedgwick,2008,6,7,9:00,9:46,14,,,100,0,Calm,11,,12,11.6,7.5,7.5,Fully,Ivan Andrew Danny,No debris.
Kedgwick,2008,6,8,9:10,9:52,14,,,100,0,Calm,10,,12,11.9,7.25,7.25,Fully,Ivan Andrew Danny,No debris. Fog
Kedgwick,2008,6,9,9:16,10:44,15,,,20,0,Calm,17,,12,13.6,7.5,7.5,Fully,Ivan Andrew Danny,"No debris, Cleaned wheel."
Kedgwick,2008,6,10,9:05,9:43,15,,,100,0,Calm,14,,14,13.9,7.5,7.5,Fully,Ivan Andrew Danny,Very little fine debris.
Kedgwick,2008,6,11,9:00,9:46,18,,,30,0,Calm,13,,13.5,14.4,7.5,7.5,Fully,Ivan Andrew Danny,Very little fine debris.
Kedgwick,2008,6,12,9:01,9:40,13.5,,,10,0,Light NE,13,,14,14.9,7.5,7.5,Fully,Ivan Andrew Danny,Very little fine debris.
Kedgwick,2008,6,13,9:20,10:30,13,,,0,0,Calm,11,,13,13.2,7.25,7.25,Fully,Ivan Andrew Danny,"Last official smolt wheel check of 2008, No debris."
Kedgwick,2009,5,7,11:30,14:00,14,,,15,0,Calm,71,,4,4.7,,10,Fully,Ivan Andrew Mike Paul Francis,Wheel in and fishing at 13:20h.
Kedgwick,2009,5,8,10:06,11:31,11,,,100,0,Calm,66,,5,5.1,10,10,Fully,Ivan Andrew Mike Paul Francis,"First official smolt wheel check of 2009!!!, Large amount of fine debris."
Kedgwick,2009,5,9,9:53,11:05,11,,,100,0,Calm,65,,6,6.3,10,10,Fully*,Ivan Andrew Danny,Drum sleeve collars loosened.  Wheel brought to shore and sleeves retightened.  Large amount of fine debris.
Kedgwick,2009,5,10,9:10,12:30,9,,,100,Drizzle,Light NW,94,,7,6.4,10.5,,Jammed/Not set,Ivan Andrew Danny,"Wheel jammed with debris, drum rotating but filled with small logs and sticks.  Cleaner jammed with debris and not working.  Holding box overflowing.  Tripod seperated from wheel shaft as an attempt was made to raise the wheel.  Wheel brought to shore, gear box set screws reset (teflon taped), tightened, tripod reattached and wheel secured to shore overnight!!!  Water still on the rise."
Kedgwick,2009,5,11,13:00,16:00,,,,0,,,,,,5.9,,,Not set,Ivan Andrew Danny,"RST not fishing!, water too high and fast with large trees and debris still coming down."
Kedgwick,2009,5,12,9:15,13:05,,,,0,,,78,,6,6,,,Fully,Ivan Andrew Danny,RST installed and fishing at 12:30h.  Final conclusion of problem was tripod cross peace(arm) was bent forward too far.  We also removed cross peace from the front of the tripod to the back which gave the tripod that extra space between the collar and the end of the sleeve.
Kedgwick,2009,5,13,9:12,10:29,8,,,0,0,Calm,61,,6,6.7,10,10,Fully,Ivan Andrew Danny,Medium amount of fine debris.
Kedgwick,2009,5,14,9:10,10:43,14,,,0,0,Light SE,47,,7,7.7,10,10,Fully,Ivan Andrew Danny,Medium amount of fine debris.
Kedgwick,2009,5,15,9:13,11:44,15,,,40,0,Light SE,60,,9,9,6,8.5,Fully*,Ivan Andrew Danny,"*Everything working, however large logs in drum slowed rpm's to 6, lots and lots of fine debris in holding box.  The wheel itself was jammed with large amounts of fine debris and a few medium sized sticks and logs.  40 smolts never made it threw the wheel to the holding box and were used for scientific research.  *Water level gauge knocked down; reset @ 9:35.  Very windy day(wind gust >70km/h) and evening(Thursday May 14th), trees down and power out to many locations.  After logs and debris removed from wheel, new rpm's = 8.5"
Kedgwick,2009,5,16,9:10,10:50,6,,,10,0,Calm,55,,7.5,7.7,8,8,Fully,Ivan Andrew Danny,Large amount of fine debris.
Kedgwick,2009,5,17,9:05,10:46,14,,,100,Rain,Calm,50,,8,7.9,8,8,Fully,Ivan Andrew Danny,Medium/Large amount of fine debris.
Kedgwick,2009,5,18,9:00,10:31,8,,,80,0,Light SE,47,,7.5,6.8,8,8,Fully,Ivan Andrew Danny,Medium amount of fine debris. 
Kedgwick,2009,5,19,9:05,11:04,11,,,0,0,Calm,38,,6,6.8,7.5,7.5,Fully,Ivan Andrew Danny,Light amount of fine debris.  Cleaned Drum.
Kedgwick,2009,5,20,9:00,10:45,7,,,10,0,Calm,32,,8,8.2,7.5,7.5,Fully,Ivan Andrew Danny,Light amount of fine debris.  Moved wheel out to middle of section 6 from between section 5 and 6!
Kedgwick,2009,5,21,9:07,12:10,13,,,0,0,Calm,27,,8.5,9.7,7.5,7.5,Fully,Ivan Andrew Donald,Light amount of fine debris.
Kedgwick,2009,5,22,9:05,15:00,17,,,70,0,Light NW,22,,12,12.1,7.5,7.5,Fully,Ivan Andrew Danny,Very light amount of fine debris.
Kedgwick,2009,5,23,9:10,15:10,11,,,20,0,Light NW,16,,10,10.6,7.5,7.5,Fully,Ivan Andrew Danny,Very light amount of fine debris.
Kedgwick,2009,5,24,9:05,11:50,12.5,,,50,0,Calm,12,,10,9.7,7.5,7.5,Fully,Ivan Andrew Danny,Very little debris.
Kedgwick,2009,5,25,9:10,11:20,7,,,40,0,Brisk NW,10,,8.5,8.1,7.5,7.5,Fully,Ivan Andrew Danny,No comments
Kedgwick,2009,5,26,9:10,10:50,8,,,40,0,Brisk NW,5,,7,7.8,7.5,7.5,Fully,Ivan Andrew Danny,No comments
Kedgwick,2009,5,27,9:05,10:30,8,,,100,0,Calm,2,,8,8.2,7.5,7.5,Fully,Ivan Andrew Danny,No comments
Kedgwick,2009,5,28,9:06,10:05,10,,,20,0,Calm,0,,8,9.4,7.5,7.5,Fully,Ivan Andrew Danny,Water level gauge reset to 25 cm.
Kedgwick,2009,5,29,9:11,10:25,8,,,100,Rain,Calm,23,,10.5,10.1,7.25,7.25,Fully,Ivan Andrew Danny,No comments
Kedgwick,2009,5,30,9:07,10:18,13,,,100,0,Calm,30,,10,9.6,7.5,7.5,Fully,Ivan Andrew Danny,No comments
Kedgwick,2009,5,31,9:00,10:14,13,,,90,0,Calm,32,,10,10.4,7.5,7.5,Fully ,Ivan Andrew Danny,No comments
Kedgwick,2009,6,1,9:00,10:30,9,,,100,Rain,Calm,47,,9.5,9.1,7.5,7.5,Fully ,Ivan Andrew Danny,Yellow rope dangling from smolt wheel cables.  Re tied to bridge.
Kedgwick,2009,6,2,9:10,10:20,12,,,0,0,Calm,74,,8,8.3,7.5,7.5,Fully,Ivan Andrew Danny,"Lots of current in holding box after raise of water, therefore cleaned wheel."
Kedgwick,2009,6,3,9:02,10:16,9,,,10,0,Calm,68,,8,8.6,8,8,Fully,Ivan Andrew Danny,Large amount of fine debris.
Kedgwick,2009,6,4,9:05,10:06,8,,,30,0,Calm,63,,9,9.4,7.75,7.75,Fully,Ivan Andrew Danny,Medium amount of fine debris. 
Kedgwick,2009,6,5,9:15,10:21,11.5,,,0,0,Calm,56,,9,10,7.75,7.75,Fully,Ivan Andrew Danny,Light amount of fine debris. 
Kedgwick,2009,6,6,9:15,10:20,14,,,0,0,Calm,50,,10,11.1,7.5,7.5,Fully,Ivan Andrew Danny,Light amount of fine debris. 
Kedgwick,2009,6,7,10:38,11:15,14,,,10,0,Calm,46,,11,10.6,7.5,7.5,Fully,Ivan Andrew Danny,Fished Upsalquitch wheel before Kedgwick wheel.
Kedgwick,2009,6,8,10:40,11:15,12,,,60,Showers,Light NE,39,,10,9.3,7.25,7.25,Fully,Ivan Paul Danny,No comments
Kedgwick,2009,6,9,9:08,9:50,9,,,0,0,Calm,36,,8.5,8.9,7,7,Fully,Ivan Andrew Danny,No comments
Kedgwick,2009,6,10,9:10,10:35,12,,,100,Drizzle,Calm,33,,9.5,11.4,0,,Jammed,Ivan Andrew Danny,Wheel jammed with small 5 foot beaver chewed log! Last official smolt wheel check of 2009.  Cleaned wheel and pontoons! 
Kedgwick,2010,5,5,9:10,18:00,15.4,,,90,Showers,Calm,81,,8.3,,,,Jammed/Not set,Ivan Andrew Ben(Paul Mike) ,"Large 15 foot log jammed in the drum! Not operational. Bipod bent , wheel tied to shore and bipod taken off for repairs.  "
Kedgwick,2010,5,9,9:12,10:30,8.7,,,100,Showers,Calm,80,,6,,8.5,8.5,Fully,Ivan Andrew Ben ,Medium amount of fine debris.
Kedgwick,2010,5,10,9:11,10:55,4.4,,,100,0,Light NW,77,,5.5,,8.5,8.75,Fully,Ivan Andrew Ben,"No Debris, Cleaned wheel."
Kedgwick,2010,5,11,9:12,10:30,7.6,,,5,0,Light NW,70,,4.8,7,8.5,8.5,Fully,Ivan Andrew Ben,"Light amount of fine debris, Tidbit temperature logger installed @ 10:00."
Kedgwick,2010,5,12,9:20,10:45,6.9,,,100,0,Calm,64,,5.5,6.6,8.25,8.5,Fully,Ivan Andrew Ben,"Light amount of fine debris, Moved RST out to 6th section."
Kedgwick,2010,5,13,9:10,10:50,7,,,5,0,Light NW,59,,5.2,6.7,8.25,8.25,Fully,Ivan Andrew Ben,No comments
Kedgwick,2010,5,14,9:14,11:30,7.5,,,0,0,Calm,53,,6.3,7.8,8,8,Fully,Ivan Andrew Ben,Very Light amount of fine debris.
Kedgwick,2010,5,15,9:13,12:00,8.9,,,90,0,Calm,48,,7.6,8.1,8,8,Fully,Ivan Andrew Ben,No Debris.
Kedgwick,2010,5,16,9:19,12:05,9.4,,,20,0,Strong NW,43,,6.5,7.5,7.5,8,Fully,Ivan Andrew Ben,"No Debris, Cleaned wheel."
Kedgwick,2010,5,17,9:20,12:15,10.5,,,5,0,Calm,38,,7.1,8.9,8,8,Fully,Ivan Andrew Ben,Light amount of fine debris.
Kedgwick,2010,5,18,9:15,14:15,9,,,5,0,Calm,33,,8.6,10.3,8,8,Fully,Ivan Andrew Ben,Light amount of fine debris.
Kedgwick,2010,5,19,9:17,15:15,16.3,,,30,0,Calm,29,,9.9,11.3,7.5,7.5,Fully,Ivan Andrew Ben,No debris.(ASF tagging fish)
Kedgwick,2010,5,20,9:14,11:50,16.5,,,70,0,Calm,25,,10.8,12.1,7,7.75,Fully,Ivan Andrew Ben,Cleaned wheel.
Kedgwick,2010,5,21,10:45,14:30,14.2,,,0,0,Calm,21,,10.2,11.2,7.5,7.5,Fully,Ivan Andrew Ben,Light amount of fine debris.(Fished Upsalquitch RST at 7:00h and then Kedgwick RST.)
Kedgwick,2010,5,22,10:15,11:45,17.1,,,0,0,Calm,18,,10.4,11.8,7.5,7.5,Fully,Ivan Andrew Ben,No debris.(Fished Upsalquitch RST at 7:00h and then Kedgwick RST.)
Kedgwick,2010,5,23,9:10,10:15,17.3,,,10,0,Calm,15,,12.2,14.4,7,7,Fully,Ivan Andrew Ben,No comments
Kedgwick,2010,5,24,9:12,10:50,19.1,,,50,0,Calm,12,,14.1,16.1,6.25,7.25,Fully,Ivan Andrew Ben,Cleaned wheel.
Kedgwick,2010,5,25,9:18,10:45,15.3,,,100,0,Calm,9,,14.8,15.4,6.75,6.75,Fully,Ivan Andrew Ben,Very Light amount of fine debris.
Kedgwick,2010,5,26,9:17,10:30,18.6,,,90,0,Calm,9,,13.4,14.8,6.5,6.5,Fully,Ivan Andrew Ben,No comments
Kedgwick,2010,5,27,9:12,10:30,15.9,,,0,0,Light NW,5,,12.8,13.9,6.5,6.75,Fully,Ivan Andrew Ben,Cleaned wheel.
Kedgwick,2010,5,28,9:12,10:20,11.6,,,40,0,Calm,3,,12.2,14,6,6,Fully,Ivan Andrew Ben,No comments
Kedgwick,2010,5,29,9:15,10:00,13.9,,,30,0,Calm,2,,12.4,14.3,5,6,Fully,Ivan Andrew Ben,Wheel moved in to middle of section 5 on bridge. 
Kedgwick,2010,5,30,9:06,11:00,12.5,,,10,0,Strong NW,0,,12.2,14,5,6,Fully,Ivan Andrew Ben,"Cleaned wheel, cleaner slipping.  Water gauge reset to 20 cm."
Kedgwick,2010,5,31,9:20,10:35,10.4,,,0,0,Calm,18,,11.4,13.8,5,5,Cleaner not working,Ivan Andrew Ben,Cleaner not working and buildup of didymo on drum.
Kedgwick,2010,6,1,9:23,10:00,12.8,,,100,light,Calm,16,,13.5,13.9,3.5,0,Cleaner not working,Ivan Andrew Ben,"Last RST check of 2010!  Cleaner not working.  Wheel cleaned, cleaner fixed and wheel secured to shore.  Tidbit taken out at 12:00."
Kedgwick,2011,5,12,9:55,11:30,8,,,0,0,Calm,100,,4.5,5.7,9,9,Fully,Ivan Andrew Ben (Paul Mike) ,"1st Smolt Wheel Check, Medium amount of fine debris."
Kedgwick,2011,5,13,9:20,11:00,10.2,,,50,0,Calm,94,,5.4,6.4,9,9,Fully,Ivan Andrew Ben,Medium amount of fine debris.
Kedgwick,2011,5,14,9:20,15:15,7.1,,,100,light,Calm,87,,6.2,6.5,9,9,Cleaner not working,Ivan Andrew Ben ,"Cleaner not working, Tried unsuccessfully to fix set screws.  Wheel left operating without functioning cleaner.  Large amount of debris."
Kedgwick,2011,5,15,10:05,14:30,8.9,,,100,0,Calm,81,,5.6,6,10,10,Cleaner not working,Ivan Andrew Ben Paul,Cleaner not working.  Wheel brought to shore and cleaner set screws tightened.  Successfully relaunched and operating fully.
Kedgwick,2011,5,16,9:27,11:00,7,,,100,0,Light,75,,5.1,5.2,0,0,Not functioning,Ivan Andrew Ben,"Wheel jammed with 12 foot log.  Holding box overflowing, no fish.  Wheel unjammed, cleaner not working so brought wheel to shore.  Wheel tied to shore and not fishing.  "
Kedgwick,2011,5,17,,,,,,0,,,,,,4.9,0,10,Not functioning,Ivan Andrew Ben (Paul Mike) ,Cleaner repaired on original box and fishing again at 16:00h.
Kedgwick,2011,5,18,9:30,11:00,7.8,,,100,Rain,Calm,59,,5.1,5.3,10,10,Fully,Ivan Andrew Ben,Light Debris
Kedgwick,2011,5,19,9:20,11:10,13.6,,,100,0,Calm,56,,6.1,7.1,9.5,9.5,Fully,Ivan Andrew Ben,Light Debris
Kedgwick,2011,5,20,9:15,11:20,17.4,,,100,0,Calm,52,,8.1,8.9,9.25,9.5,Fully,Ivan Andrew Ben,"Very little debris, wheel cleaned."
Kedgwick,2011,5,21,9:15,12:30,9.5,,,100,0,Light NW,52,,8.6,9,9.5,9.5,Fully,Ivan Andrew Ben,Small amount of fine debris.
Kedgwick,2011,5,22,9:18,12:15,9.1,,,10,0,Calm,48,,7.4,8.7,9.25,9.25,Fully,Ivan Andrew Ben,Light amount of fine debris.
Kedgwick,2011,5,23,9:20,12:35,9.9,,,100,0,Calm,43,,8.2,8.3,8.75,9,Fully,Ivan Andrew Ben,Cleaned Wheel
Kedgwick,2011,5,24,9:15,12:30,10.8,,,100,light,Calm,40,,7.4,7.8,9,9,Fully,Ivan Andrew Ben,Light amount of fine debris.
Kedgwick,2011,5,25,9:12,12:35,13.1,,,20,0,Calm,37,,9.4,9.4,9,9,Fully,Ivan Andrew Ben,Cleaned Wheel
Kedgwick,2011,5,26,9:10,14:45,8.4,,,90,0,Calm,30,,9,9.2,9,9,Fully,Ivan Andrew Ben,No Comments
Kedgwick,2011,5,27,9:10,13:50,8.6,,,100,Rain,Calm,28,,9,8.3,8.75,8.75,Fully,Ivan Andrew Ben,No Comments
Kedgwick,2011,5,28,9:15,12:50,9,,,100,Drizzle,Calm,35,,8.6,7.6,8.75,9,Fully,Ivan Andrew Ben,Cleaned Wheel
Kedgwick,2011,5,29,9:10,12:00,14.4,,,100,Rain,Calm,34,,9,7.8,9,9,Fully,Ivan Andrew Ben,Medium amount of fine debris.
Kedgwick,2011,5,30,9:15,12:15,14.1,,,40,0,Light SE,54,,7.9,9.3,9.25,9.5,Fully,Ivan Andrew Ben,Cleaned Wheel
Kedgwick,2011,5,31,9:10,11:15,10,,,10,0,Calm,58,,8.5,10.1,9.5,9.5,Fully,Ivan Andrew Ben,Cleaned Wheel
Kedgwick,2011,6,1,8:59,10:45,13,,,90,Showers,Calm,53,,9,10.1,9.25,9.5,Fully,Ivan Andrew Ben,No Comments
Kedgwick,2011,6,2,9:09,10:40,13,,,100,0,Calm,53,,9,10.2,9.25,9.25,Fully,Ivan Andrew Ben,Cleaned Wheel
Kedgwick,2011,6,3,9:07,10:55,9.5,,,90,0,Light NW,52,,8,8.7,9.25,9.5,Fully,Ivan Andrew Ben,Medium amount of debris.  Wheel cleaned.
Kedgwick,2011,6,4,9:06,10:30,10,,,30,0,Calm,44,,8,8.8,9.5,9.5,Fully,Ivan Andrew Ben,No Comments
Kedgwick,2011,6,5,9:00,10:25,10,,,90,0,Calm,39,,9,9.9,9,9,Fully,Ivan Andrew Ben,No Comments
Kedgwick,2011,6,6,9:02,10:30,11,,,30,0,Calm,34,,9.5,10.8,9,9,Fully,Ivan Andrew Ben,No Comments
Kedgwick,2011,6,7,9:05,10:20,12.5,,,100,0,Calm,29,,10,11.8,8.75,8.75,Fully,Ivan Andrew Ben,No Comments
Kedgwick,2011,6,8,9:15,10:15,14,,,10,0,Calm,24,,10,11.4,8.75,0,Fully,Ivan Andrew Ben (Paul Mike) ,Final RST Check of 2011.  Temp Logger removed @ 9:30 am.
Kedgwick,2012,5,9,9:05,10:30,7.8,,,100,Showers,Light SW,68,,6.1,6.4,9,9,Fully,Ivan Andrew Ben,1st Smolt Wheel Check!  Small amount of fine debris.
Kedgwick,2012,5,10,9:10,10:30,8.5,,,100,Rain,Calm,69,,5.9,6.1,9,9,Fully,Ivan Andrew Ben,Small amount of fine debris.
Kedgwick,2012,5,11,9:15,11:30,9,,,90,Showers,Calm,99.5,,4.8,5.9,9,10,Cleaner Jammed; water overflowing holding box,Ivan Andrew Ben,32 Smolts counted escaping overflowing box.  Water up and extremely dirty!  Overhead cable may have moved in closer to shore approx. 7 feet.(after wheel raised?)  Wheel Cleaned and fully operational upon departure at 12:00pm.
Kedgwick,2012,5,12,9:10,11:28,9.1,,,100,0,Light W,98,,5.3,5.9,9.75,10,Cleaner Jammed,Ivan Andrew Ben,"Cleaner Jammed with debris, Drum cleaned and fully operational upon departure."
Kedgwick,2012,5,13,9:15,10:40,12.2,,,70,0,Calm,90,,5.5,6.2,10,10,Fully,Ivan Andrew Ben,Large amount of fine debris.
Kedgwick,2012,5,14,9:10,10:40,10.3,,,90,0,Calm,82,,6.5,8,9.25,9.25,Fully,Ivan Andrew Ben,Medium amount of fine debris.
Kedgwick,2012,5,15,9:15,13:30,16.9,,,30,0,Light SW,76,,8.1,9,9.25,9.25,Fully,Ivan Andrew Ben,Light amount of fine debris.  Cleaned drum and removed small log!
Kedgwick,2012,5,16,9:20,14:20,14.5,,,100,light,Calm,71,,9.5,9.8,9.25,9.25,Fully,Ivan Andrew Ben,Light amount of fine debris.  New Tag series started B68001
Kedgwick,2012,5,17,9:15,13:45,16,,,40,Showers,Light E,67,,9.2,9.6,9,9,Fully,Ivan Andrew Ben,Light amount of fine debris.
Kedgwick,2012,5,18,9:10,12:05,13.5,,,0,0,Calm,65,,7.2,8.3,9,9,Fully,Ivan Andrew Ben,Very little debris.
Kedgwick,2012,5,19,9:10,11:25,15.2,,,90,0,Calm,59,,8.5,9.3,8.75,8.75,Fully,Ivan Andrew Ben,Small amount of fine debris.
Kedgwick,2012,5,20,9:10,11:10,10.2,,,90,0,Calm,54,,8.8,10.5,8.25,8.25,Fully,Ivan Andrew Ben,Very light amount of debris.
Kedgwick,2012,5,21,9:05,11:50,22.5,,,10,0,Calm,49,,11,12.8,8.25,8.25,Fully,Ivan Andrew Ben,Very light amount of debris.
Kedgwick,2012,5,22,9:15,10:50,21,,,10,0,Calm,45,,13.2,13.7,8.25,8.25,Fully,Ivan Andrew Ben,Small amount of fine debris.
Kedgwick,2012,5,23,9:05,10:35,13.2,,,100,Showers,Calm,49,,11.6,13,8.5,8.5,Fully,Ivan Andrew Ben,None
Kedgwick,2012,5,24,9:10,10:50,11.5,,,0,0,Calm,46,,12.1,13.4,8.5,8.5,Fully,Ivan Andrew Ben,None
Kedgwick,2012,5,25,9:15,10:30,16.3,,,100,0,Calm,40,,13.2,14.3,8.5,8.5,Fully,Ivan Andrew Ben,None
Kedgwick,2012,5,26,9:15,10:15,23.9,,,30,0,Light NW,37,,15,15.7,8.25,8.25,Fully,Ivan Andrew Ben,None
Kedgwick,2012,5,27,9:20,10:15,13.5,,,0,0,Light NW,33.5,,12.6,13.7,8.25,8.25,Fully,Ivan Andrew Ben,Approx. 1.5 feet of water between the bottom of the Drum and the river substrate!
Kedgwick,2012,5,28,9:20,10:10,12.4,,,5,0,Calm,30.5,,11.2,12.5,8.25,8.25,Fully,Ivan Andrew Ben,None
Kedgwick,2012,5,29,9:10,10:00,8.7,,,100,light,Calm,28,,10.4,11.4,8,0,Fully,Ivan Andrew Ben,"RST drum raised, cleaned and unit brought to shore; Temperature logger's removed at approximately 11:00; Last check of 2012!"
Kedgwick,2013,5,8,,,,,,0,,,,,,9.5,,,NA,Ivan Andrew Pat Sullivan,Smolt Wheel set May 7th @ 14:30h and fully functional! However a major Forest Fire near Kedgwick occurred later in the day preventing us from reaching Kedgwick river today.  Blocked by the police due to the possible flare ups!  
Kedgwick,2013,5,9,8:30,12:20,20.3,,,50,0,Light NW,90,,8.9,9.4,8.75,8.75,Fully,Ivan Andrew Pat,1st Official smolt wheel check of 2013! No Debris.  Put Roofing tiles on plywood for traction and installed Water level Gauge.(Temporarily lost starbord side plate down river during instalation.)
Kedgwick,2013,5,10,9:15,11:55,14.8,,,90,0,Calm,85,,8,9.2,8.75,8.75,Fully,Ivan Andrew Pat,Small amount of debris.  
Kedgwick,2013,5,11,8:15,10:53,6.5,,,100,Rain,Calm,80,,7.1,7.3,8.75,8.75,Fully,Ivan Andrew Pat,Small amount of debris.  Cleaned Wheel and installed new door clips.
Kedgwick,2013,5,12,9:20,11:30,8,,,90,0,Calm,88,,6.3,6.9,9,9,Fully,Ivan Andrew Pat,Small amount of debris.  Ivan(porcupine) ran over approximately 69 tags!
Kedgwick,2013,5,13,9:20,12:30,12,,,50,0,Light SE,95,,6.2,7.2,9,9,Fully,Ivan Andrew Pat,Small amount of debris.
Kedgwick,2013,5,14,8:15,10:10,4,,,10,0,Calm,92,,5,6.5,9,9,Fully,Ivan Andrew Pat,"Small amount of debris, cleaned wheel."
Kedgwick,2013,5,15,9:15,10:40,9.5,,,10,0,Light NW,87,,5.5,7,9,9,Fully,Ivan Andrew Pat,Medium amount of debris.
Kedgwick,2013,5,16,9:20,11:13,8.1,,,100,Drizzle,Calm,82,,6,7.5,9,9,Fully,Ivan Andrew Pat,ASF Crew present. Steve Tinker and Kelsey Taylor tagged(acoustic) the smolts.
Kedgwick,2013,5,17,9:20,12:00,8.7,,,100,0,Calm,79,,5.5,6.8,9,9,Fully,Ivan Andrew Pat,Medium amount of debris.  Radio Canada filmed ASF tagging(acoustic) smolts.
Kedgwick,2013,5,18,9:15,11:30,6,,,30,0,Light NW,73,,5.5,6.3,8.75,8.75,Fully,Ivan Andrew Pat,Very light amount of debris.  Retrieved smolt wheel metal plate from riverbed in front of 1 mile camp!
Kedgwick,2013,5,19,9:14,11:25,2.5,,,100,0,Calm,68,,5,6.9,8.5,8.5,Fully,Ivan Andrew Pat,No Comments
Kedgwick,2013,5,20,9:13,11:40,8.5,,,100,0,Calm,63,,6.5,7.9,8.5,8.5,Fully,Ivan Andrew Pat,Small amount of debris.
Kedgwick,2013,5,21,9:30,12:30,9,,,100,0,Calm,61,,7,8,8.5,8.5,Fully,Ivan Andrew Pat,No Comments
Kedgwick,2013,5,22,9:20,12:30,7.5,,,100,0,Calm,56,,6.5,8,8.5,8.5,Fully,Ivan Andrew Pat,Small amount of debris.
Kedgwick,2013,5,23,9:20,11:27,9,,,100,Drizzle/Light rain,Calm,56,,7,8,8.25,8.25,Fully,Ivan Andrew Pat,No Comments
Kedgwick,2013,5,24,9:24,12:30,11,,,100,Rain,Calm,71,,7,8.2,8.25,8.25,Fully,Ivan Andrew Pat,River up 15 cm and continued to rise upon departure(steady rain all day)
Kedgwick,2013,5,25,9:20,11:30,6,,,100,light,Light/strong NW,94,,7,7,8,9.5,Cleaner Jammed,Ivan Andrew Pat,"Cleaner jammed, holding box overflowing.  Fish loss unknown. 14 smolts counted escaping out the back of the box over the cleaner."
