River,Year,Month,Day,Time_arrival,Time_departure,Airtemp_arrival,Airtemp_min,Airtemp_max,Cloud_cover_pcent ,Precipitation,Wind,Water_level,Discharge_m3_sec,Water_temperature_shore,VEMCO,RPM_arrival,RPM_departure,Operating_condition,Crew,Comments
Kedgwick,2014,5,22,9:50,12:15,12.6,,,100,Showers,Calm,87,,6.1,7.7,10,10,Fully,Ivan Andrew Mike Leonard,Light amount of fine debris.
Kedgwick,2014,5,23,9:50,11:10,12.3,,,100,0,Calm,82,,6.5,7.5,10,10,Fully,Ivan Andrew Mike Leonard,Cleaned Wheel
Kedgwick,2014,5,24,9:30,11:30,10,,,100,Showers,Calm,69,,6.3,7.3,9.5,9.5,Fully,Ivan Andrew Mike ,Cleaned Wheel
Kedgwick,2014,5,25,9:35,11:20,8,,,90,0,Calm,58,,6.2,8,9.5,9.5,Fully,Ivan Andrew Mike ,Cleaned Wheel
Kedgwick,2014,5,26,9:35,11:45,6,,,100,0,Light NE,53,,7,8.2,9.5,9.5,Fully,Ivan Andrew Mike,No comments
Kedgwick,2014,5,27,10:10,11:40,8,,,90,0,Calm,46,,6.9,7.8,9.25,9.25,Fully,Ivan Andrew Mike Leonard,Large amount of fine debris.
Kedgwick,2014,5,28,12:10,13:50,12,,,0,0,Calm,36,,6.9,8.1,8.5,8.5,Fully,Ivan Andrew Leonard,"RST check late because of boat pick up @ Kegwick Salmon Club, Medium amount of fine debris."
Kedgwick,2014,5,29,10:20,12:00,16,,,0,0,Calm,30,,7.3,9.3,8.5,9.5,Fully,Ivan Andrew Leonard,Smolt Wheel moved out to in between partition #9 and #10
Kedgwick,2014,5,30,10:10,12:15,16,,,50,0,Calm,26,,8.7,10,9.5,9.5,Fully,Ivan Andrew Leonard,"Medium amount of fine debris, 21 smolts held for ASF research."
Kedgwick,2014,5,31,9:20,11:40,9,,,90,0,Light NE,29,,8.2,10.1,9.5,9.5,Fully,Ivan Andrew Leonard,"Medium amount of fine debris, 25 smolts >135 mm held for ASF research."
Kedgwick,2014,6,1,9:15,11:30,8,,,70,0,Light SW,24,,8.7,10.8,9.5,9.5,Fully,Ivan Andrew Leonard,Small amount of fine debris.
Kedgwick,2014,6,2,10:00,11:30,18,,,80,0,Calm,18,,10.4,11.4,9,9,Fully,Ivan Andrew Leonard,Small amount of fine debris.
Kedgwick,2014,6,3,10:05,11:25,16,,,40,0,Calm,14,,9.7,11.4,9,9,Fully,Ivan Andrew Leonard,Small amount of fine debris.
Kedgwick,2014,6,4,10:10,11:35,17,,,20,0,Brisk SE,10,,11.2,12.5,9,9,Fully,Ivan Andrew Leonard,Small amount of fine debris.
Kedgwick,2014,6,5,9:40,10:55,15,,,90,Showers,Calm,7,,11.6,12.7,9,9,Fully,Ivan Andrew Leonard,No tagging!
Kedgwick,2014,6,6,9:10,11:00,14,,,100,light,Calm,7,,11,11.7,9.25,9.25,Fully,Ivan Andrew Leonard,No tagging!
Kedgwick,2014,6,7,9:15,10:20,16,,,50,0,Calm,7,,9.9,12,9,9,Fully,Ivan Andrew Leonard,Light amount of fine debris.
Kedgwick,2014,6,8,10:10,11:00,18,,,0,0,Calm,2,,11.6,13.6,9,9,Fully,Ivan Andrew Leonard,No comments
Kedgwick,2014,6,9,10:14,11:25,18,,,0,0,Light SE,0,,12.9,14.9,8.75,8.75,Fully,Ivan Andrew Leonard,Raised drum 2 inches!  River dropping quickly!
Kedgwick,2014,6,10,10:15,11:30,18,,,40,0,Calm,0,,12.6,13.7,8.5,8.5,Fully,Ivan Andrew Leonard,Raised drum another 2 inches!  
Kedgwick,2014,6,11,10:15,11:20,19,,,0,0,Calm,0,,11,11.8,8.25,0,Fully,Ivan Andrew Leonard,Last check! RST brought to shore and secured.
Kedgwick,2015,5,11,,,,,,0,,,,,,7.2,,,,,
Kedgwick,2015,5,12,10:05,11:35,8.3,,,100,0,Calm,77,,5.6,6.5,10,10,Fully,Ivan Andrew Mike Micheal Pat,Smolt Wheel set May 11th at 14:30 and fully functional.  First Smolt wheel check of 2015!  Medium amount of small debris.  Rain while processing.  
Kedgwick,2015,5,13,10:30,11:50,9.7,,,40,0,Light NW,82,,5.2,6.5,10,10,Fully,Ivan Andrew Mike Micheal Pat,Light amount of small debris.  
Kedgwick,2015,5,14,16:00,18:00,26,,,0,0,Strong NW,74,,7.3,6.7,10,10,Fully,Ivan Andrew Pat INRS,Heavy amount of fine debris.  RST check in pm because of Paul Cameron retirement lunch at Ti-bar.
Kedgwick,2015,5,15,9:52,12:30,11.6,,,0,0,Calm,70,,5.7,7.7,9.5,9.5,Fully,Ivan Andrew Pat,Light amount of fine debris.  INRS crew visiting to learn how to run the smolt wheel etc.  They will be working the new Matapedia wheel.
Kedgwick,2015,5,16,9:40,12:00,11.8,,,100,0,Calm,64,,6.7,8.2,9.5,9.5,Fully,Ivan Andrew Pat,Heavy amount of fine debris.
Kedgwick,2015,5,17,9:40,11:50,10.9,,,100,light,Calm,59,,7.2,7.9,9.5,9.5,Fully,Ivan Andrew Pat,Medium amount of fine debris.
Kedgwick,2015,5,18,9:30,12:00,10.4,,,100,Showers,Light NW,56,,6.5,7.6,9.25,9.25,Fully,Ivan Andrew Pat,Medium amount of fine debris.
Kedgwick,2015,5,19,9:30,12:05,11.7,,,100,0,Calm,52,,7.2,8.2,9,9,Fully,Ivan Andrew Pat,Medium amount of fine debris.
Kedgwick,2015,5,20,9:05,12:05,12.4,,,90,Showers,Light NW,53,,8.1,9,9,9,Fully,Ivan Andrew Pat,Light amount of fine debris.
Kedgwick,2015,5,21,9:00,13:40,8.9,,,20,0,Strong NW,55,,6.1,8,9.5,9.5,Fully,Ivan Andrew Pat,Light amount of fine debris.  41 smolts >135mm held for ASF research(INRS)
Kedgwick,2015,5,22,9:15,13:15,10.8,,,90,Showers,Calm,48,,7.1,8.1,9,9,Fully,Ivan Andrew Pat,INRS crew tagging in pm.
Kedgwick,2015,5,23,9:10,12:35,4.5,,,10,0,Strong NW,44,,5,6.7,9,9.25,Fully,Ivan Andrew Pat,27 smolts >135mm held for ASF research(INRS)
Kedgwick,2015,5,24,9:10,11:45,11.4,,,30,0,Strong NW,42,,5.2,7.7,9.25,9.25,Fully,Ivan Andrew Pat,"Medium amount of fine debris,13 smolts held for ASF research."
Kedgwick,2015,5,25,9:10,14:20,9.5,,,20,0,Light NW,37,,7.2,9.2,9,9,Fully,Ivan Andrew Pat,"Medium amount of fine debris, 2 smolts >135 mm held for ASF research."
Kedgwick,2015,5,26,9:12,14:50,12,,,100,Showers,Calm,33,,9.3,10.3,9,9,Fully,Ivan Andrew Pat,Small amount of fine debris.
Kedgwick,2015,5,27,9:10,14:25,17.9,,,30,0,Calm,31,,9.2,11.7,9,9,Fully,Ivan Andrew Pat,Small amount of fine debris.
Kedgwick,2015,5,28,9:15,12:35,22.1,,,60,0,Light NW,32,,12,12.8,9,9,Fully,Ivan Andrew Pat,Small amount of fine debris.
Kedgwick,2015,5,29,9:15,12:40,11.5,,,10,0,Calm,34,,10.1,12.7,9,9,Fully,Ivan Andrew Pat,Small amount of fine debris.
Kedgwick,2015,5,30,9:15,11:50,19.3,,,30,0,Strong NW,30,,12.2,13.6,8.75,8.75,Fully,Ivan Andrew Pat,No comments
Kedgwick,2015,5,31,9:12,11:00,10.2,,,90,0,Strong NW,32,,12,13.2,9,9,Fully,Ivan Andrew Pat,No comments
Kedgwick,2015,6,1,9:15,11:30,9.5,,,70,0,Light NW,30,,9.6,11.4,8.75,8.75,Fully,Ivan Andrew Pat,No comments
Kedgwick,2015,6,2,9:15,10:45,7.5,,,100,0,Calm,26,,9.5,10.6,8.75,8.75,Fully,Ivan Andrew Pat,No comments
Kedgwick,2015,6,3,9:10,10:30,6.2,,,100,Drizzle,Light NW,26,,8,9.3,8.5,8.5,Fully,Ivan Andrew Pat,No comments
Kedgwick,2015,6,4,10:00,12:00,31.1,,,70,0,Light NW,27,,8.5,9.9,8.5,8.5,Fully,Ivan Andrew Pat,No comments
Kedgwick,2015,6,5,10:15,11:35,19.6,,,40,0,Light NW,23,,11.1,11.6,8.5,8.5,Fully,Ivan Andrew Pat,No comments
Kedgwick,2015,6,6,10:10,11:00,14.9,,,60,0,Brisk NW,22,,10.3,12.3,8.5,8.5,Fully,Ivan Andrew Pat,No comments
Kedgwick,2015,6,7,10:15,10:50,15.6,,,0,0,Calm,20,,10.2,12.2,8.25,8.25,Fully,Ivan Andrew Pat,No comments
Kedgwick,2015,6,8,10:15,10:30,13.9,,,100,light,Calm,17,,11,11.9,8,0,Fully,Ivan Andrew Pat,Kedgwick 1 Mile RST Removed
Kedgwick,2016,5,22,13:25,15:50,20.6,NA,NA,20,0,Light NW,86,,8.6,,10.5,10.5,Fully,Ivan Andrew Mike ,Smolt Wheel set May 21st at 15:00 and fully functional.  First Smolt wheel check of 2016!  Large amount of small debris.  
Kedgwick,2016,5,23,13:30,16:30,24.9,NA,NA,10,0,Calm,74,,8.8,,10,10,Fully,Ivan Andrew Mike ,Medium amount of small debris.  
Kedgwick,2016,5,24,13:13,16:25,26.7,NA,NA,10,0,Light NW,65,,9.7,,9.75,9.75,Fully,Ivan Andrew Mike ,Large amount of fine debris. Extended tail cable length!  
Kedgwick,2016,5,25,14:40,17:00,26.9,NA,NA,30,0,Light NW,55,,11,,9.75,9.75,Fully,Ivan Andrew Mike Francis Sylvia Roger Diane Lise INRS,Light medium amount of small debris.
Kedgwick,2016,5,26,14:10,16:25,16.5,NA,NA,90,0,Light NW,50,,10.4,,9,9,Fully,Ivan Andrew Mike and Listuguj crew,Cleaned smolt wheel.
Kedgwick,2016,5,27,15:30,17:15,10,NA,NA,100,Light rain,Light SW,43,,8.1,,9.5,9.5,Fully,Ivan Andrew Mike and Listuguj crew,None
Kedgwick,2016,5,28,14:12,17:00,17.2,NA,NA,50,0,Light NW,38,,9.1,,9,9,Fully,Ivan Andrew Mike and Listuguj crew,Small amount of light debris.  Moved wheel in 1 section to middle of #9!
Kedgwick,2016,5,29,14:00,15:30,14.3,NA,NA,100,Showers,Calm,32,,8.8,,9,9,Fully,Ivan Andrew and Listiguj,None
Kedgwick,2016,5,30,13:50,15:30,15,NA,NA,100,Light rain ,Light NW,40,,8.5,,9,9,Fully,Ivan Andrew and Listiguj,None
Kedgwick,2016,5,31,13:50,15:15,24.2,NA,NA,50,0,Light NW,39,,12.2,,9,9,Fully,Ivan Andrew and Listiguj,None
Kedgwick,2016,6,1,14:06,15:30,22.3,NA,NA,5,0,Calm,34,,12.1,,9,9,Fully,Ivan Andrew ,None
Kedgwick,2016,6,2,9:15,10:30,17.7,NA,NA,50,0,Calm,31,,9.7,,0,8.5,Jammed,Ivan Andrew ,Small log jammed between drum and pontoon! Removed jam and wheel functioning 100%
Kedgwick,2016,6,3,9:13,10:12,11.1,NA,NA,100,Showers/light rain,Calm,33,,9.5,,8.5,8.5,Fully,Ivan Andrew ,No tagging!
Kedgwick,2016,6,4,9:18,10:20,14.2,NA,NA,100,0,Calm,30,,9.1,,8.5,8.5,Fully,Ivan Andrew,No tagging!
Kedgwick,2016,6,5,9:15,10:30,13.5,NA,NA,40,0,Calm,25,,10.2,,8.5,8.5,Fully,Ivan Andrew ,No tagging!
Kedgwick,2016,6,6,9:18,10:20,11.3,NA,NA,100,Rain,Calm,30,,10.1,,8.5,0,Fully,Ivan Andrew,Raised Wheel! Last check of 2016
Kedgwick,2017,5,19,10:30,14:30,10.9,NA,NA,100,0,Strong NW,NA,,8.7,,9.5,9.5,Fully,Ivan Andrew Mike ,Smolt Wheel set May 19th at 14:00 and fully functional.   
Kedgwick,2017,5,20,9:10,11:28,8.8,NA,NA,80,0,Strong NW,NA,,5.7,,9.5,9.5,Fully,Ivan Andrew Francis Pam Denise Diane,Large amount of fine debris.
Kedgwick,2017,5,21,9:10,11:00,11.6,NA,NA,0,0,Calm,96,,6,,9.25,9.25,Fully,Ivan Andrew Listiguj,"Small amount of fine debris, cleaned drum."
Kedgwick,2017,5,22,9:10,15:30,18.6,NA,NA,80,0,Calm,88,,7.9,,8.5,8.5,Fully,Ivan Andrew Listiguj,"Boat missing upon arrival, most likely stolen. Notified the police etc and borrowed a boat and anchor from RRWMC. Large amount of fine debris."
Kedgwick,2017,5,23,9:10,11:55,11.6,NA,NA,100,Drizzle,Calm,82,,7.6,,8.5,8.5,Fully,Ivan Andrew Listiguj,Small amount of fine debris.
Kedgwick,2017,5,24,9:40,12:30,15.7,NA,NA,60,0,Calm,77,,7.9,,8.5,8.5,Fully,Ivan Andrew Listiguj,None
Kedgwick,2017,5,25,14:00,16:20,20,NA,NA,80,0,Calm,71,,9.5,,8,8,Fully,Ivan Andrew Sylvia Dustin,RST checked in the afternoon because we must wait for crew downriver to finish fishing Restigouche wheels first! Large amount of fine debris.
Kedgwick,2017,5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,RST not checked as Ivan was stuck at hospital checking out his damaged foot.
Kedgwick,2017,5,27,13:30,16:30,19.7,NA,NA,20,0,Calm,62,,10.2,,8,8,Fully,Ivan Andrew Listiguj,Large amount of fine debris.
Kedgwick,2017,5,28,13:30,16:00,17.5,NA,NA,20,0,Light,58,,11.4,,8,8,Fully,Ivan Andrew Listiguj,Small amount of fine debris.
Kedgwick,2017,5,29,14:30,16:10,10.6,NA,NA,100,Light rain,Light SW,54,,10.4,,8,8,Fully,Ivan Andrew Listiguj,23 smolts >130mm held overnight for ASF research.
Kedgwick,2017,5,30,14:00,16:00,18.2,NA,NA,40,0,Light SW,51,,10.2,,7.75,7.75,Fully,Ivan Andrew Listiguj,5 Smolts >130 mm used for ASF research.
Kedgwick,2017,5,31,14:20,16:10,14.8,NA,NA,90,0,Light NW,48,,10.6,,7.75,7.75,Fully,Ivan Andrew Listiguj,4 Smolts >130 mm held for ASF research.  Drum raised 2 inches to prevent scraping on the bottom of the river!
Kedgwick,2017,6,1,14:10,15:30,20,NA,NA,80,0,Calm,47,,11.4,,7.75,7.75,Fully,Ivan Andrew Listiguj,No tagging for a second day!
Kedgwick,2017,6,2,14:15,15:15,10,NA,NA,90,Thunder shower,Calm,46,,11.4,,7.75,7.75,Fully,Ivan Andrew Listiguj,No tagging!
Kedgwick,2017,6,3,14:20,13:20,12,NA,NA,80,Heavy showers,Brisk NW,45,,12,,7.75,7.75,Fully,Ivan Andrew Listiguj,1 smolt for ASF.
Kedgwick,2017,6,4,14:25,16:00,14,NA,NA,90,0,Calm,42,,11,,7.5,7.5,Fully,Ivan Andrew Listiguj,"ASF tagging, no DFO tagging!"
Kedgwick,2017,6,5,14:10,15:30,15,NA,NA,60,0,Calm,39,,13.5,,7.25,7.25,Fully,Ivan Andrew Listiguj,"Low low water!, raised drum for a second time to avoid hitting the bottom of the river! No smolts!"
Kedgwick,2017,6,6,14:30,15:40,21.9,NA,NA,20,0,Brisk SW,36,,14.1,,7.25,0,Fully,Ivan Andrew Listiguj,Drum barely touching bottom. Vemco removed at 14:50. Raised wheel! Last check of 2017
Kedgwick,2018,5,16,11:03,12:00,7,N/A,N/A,0%,0,Calm,91,,4.1,,12,12,Cleaner not working,Entire crew,"1st check of 2018! Cleaner not functioning at all, wheel brought to shore, jacked up and gear plate removed.  Set screws tightened and grease applied(There was no grease in the gears at all!!! and screws loose!!!)  Cleaner working with slight hesitation on departure.  New 5 foot smolt wheel begins new era on the Kedgwick!!!  Water level gauge set at 98 on the 15th of May.  Wheel was in operation by 12:00 pm on May 15th 2018."
Kedgwick,2018,5,17,10:35,12:15,5,N/A,N/A,85%,0,Light NW,83,,4.7,,12,12,Fully ,"Andrew, Colin, Dianne Sylvia",Cleaner working fine now without hesitation!
Kedgwick,2018,5,18,10:24,11:45,6,N/A,N/A,0%,0,Light NW,73,,4.1,,12,12,Fully ,"Andrew, Colin, Anna Denise",None
Kedgwick,2018,5,19,9:52,14:00,8,N/A,N/A,10%,0,Calm,63,,4.7,,11.5,11.5,Fully ,"Andrew, Colin, Anna Denise",None
Kedgwick,2018,5,20,10:10,11:00,13,N/A,N/A,90%,0,Calm,64,,6.7,,11.5,11.5,Fully ,"Andrew, Michel, Ivan",Cleaned wheel
Kedgwick,2018,5,21,10:00,11:10,12.5,N/A,N/A,5%,0,Brisk West,64,,5.7,,12,12,Fully ,"Andrew, Marie-Camille, Michel",None
Kedgwick,2018,5,22,10:10,11:10,9,N/A,N/A,30%,0,Light South,57,,5.9,,11.5,11,Fully ,"Andrew, Marie-Camille, Michel",None
Kedgwick,2018,5,23,14:30,15:40,9,N/A,N/A,100%,0,Calm,54,,6.9,,11.5,11.5,Fully ,"Andrew, Marie-Camille, Dusty, Sylvia, Diane, Dave",None
Kedgwick,2018,5,24,14:15,17:40,16,N/A,N/A,20%,0,Calm,52,,5.8,,11.5,11.5,Fully ,"Andrew, Marie-Camille, Colin, Diane, Dave",None
Kedgwick,2018,5,25,14:20,15:45,17,N/A,N/A,45%,0,Calm,50,,7.6,,11.25,11.25,Fully ,"Andrew, Marie-Camille, Dusty, Sylvia, Diane, Dave",None
Kedgwick,2018,5,26,12:55,16:20,16,N/A,N/A,15%,0,Light West,47,,8.7,,11,11,Fully ,"Andrew, Marie-Camille, Francis, Denise, Anna",None
Kedgwick,2018,5,27,11:00,14:40,14,N/A,N/A,0%,0,Calm,41,,8,,10.5,10.5,Fully ,"Andrew, Marie-Camille, Pam, Francis, Denise, Anna",Cleaned Wheel
Kedgwick,2018,5,28,12:00,16:00,12,N/A,N/A,100%,0,Calm,37,,8,,10.5,10.75,Fully ,"Andrew, Marie-Camille, Pam, Francis, Denise, Anna",None
Kedgwick,2018,5,29,12:45,16:45,15,N/A,N/A,50%,0,Moderate West,36,,9,,10.5,10.5,Fully ,"Andrew, Marie-Camille, Pam, Francis, Denise, Anna",None
Kedgwick,2018,5,30,14:40,16:20,16,N/A,N/A,5%,0,Calm,30,,10.9,,10.5,10.5,Fully ,"Andrew, Marie-Camille, Dusty, Sylvia, Diane, Dave",Cleaner dented by unknown human cause but still functioning ok!
Kedgwick,2018,5,31,12:35,16:00,28,N/A,N/A,0%,0,Calm,26,,11,,10.5,10.5,Fully ,"Andrew, Marie-Camille, Dusty, Diane, Dave",None
Kedgwick,2018,6,1,14:30,16:10,23,N/A,N/A,100%,Light showers,Calm,21,,12.6,,10.5,10.5,Fully ,"Andrew, Marie-Camille, Dusty, Sylvia, Diane, Dave",None
Kedgwick,2018,6,2,14:15,16:00,12,N/A,N/A,100%,0,Brisk SW,19,,12.1,,10,10,Fully ,"Andrew, Marie-Camille, Dusty, Diane, Dave",Cleaned wheel
Kedgwick,2018,6,3,14:30,15:55,16,N/A,N/A,10%,0,Calm,15,,11.1,,10,10,Fully ,"Andrew, Marie-Camille, Francis, Denise, Anna",None
Kedgwick,2018,6,4,12:00,13:30,13,N/A,N/A,50%,0,Calm,11,,9.8,,10,10,Fully ,"Andrew, Marie-Camille, Pam, Francis, Denise, Anna",None
Kedgwick,2018,6,5,12:30,13:55,10,N/A,N/A,100%,0,Calm,8,,8.1,,10,10,Fully ,"Andrew, Marie-Camille, Pam, Francis, Denise, Anna",None
Kedgwick,2018,6,6,12:50,14:00,16,N/A,N/A,20%,0,Calm,5,,11,,10,10,Fully ,"Andrew, Marie-Camille, Francis, Denise, Anna",None
Kedgwick,2018,6,7,14:30,16:15,19,N/A,N/A,100%,0,Light South,2,,10.5,,10,10,Fully ,"Andrew, Marie-Camille",None
Kedgwick,2018,6,8,10:55,14:00,14,N/A,N/A,95%,0,Light West,1,,10.3,,10,0,Fully ,"Andrew, Marie-Camille",Wheel brought to shore and tied until Tuesday June 12 removal.  Vemvo out at approximately 11am!
Kedgwick,2019,5,9,9:15,12:00,12,,,0%,None,Calm,97,,2.8,,,16,Fully,Entire crew,Water level gauge set at 97 cm.  Wheel in operation by 10:30 am!
Kedgwick,2019,5,10,9:42,10:40,5,,,100%,Light rain,Calm,87,,4,,15,15,Fully,"Andrew O,Marie-Camille S.A., Jesse A, Guillaume D",First check of 2019! Light amount of large debris.
Kedgwick,2019,5,11,9:50,10:38,7,,,100%,None,Calm,100,,3.2,,15.5,16,Fully,"Andrew O, Marie-Camille S.A., Jesse A","Light amount of large debris, Water level gauge under water.  >100 cm but buoy still floating above water."
Kedgwick,2019,5,12,9:45,10:25,6,,,80%,None,Calm,100,,,,15.5,15.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A","Medium amount of large debris.  Water temperature not taken because thermometer not working. Water level gauge still under water, >100 cm but buoy still floating above water."
Kedgwick,2019,5,13,9:45,10:40,10,,,5%,None,Calm,96,,4,,15,15,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Light amount of fine debris with a few sticks.
Kedgwick,2019,5,14,9:50,10:45,7,,,100%,None,Calm,84,,4,,14.5,14.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Large amount of fine debris.
Kedgwick,2019,5,15,12:15,13:00,2,,,100%,Light rain,Calm,72,,3.7,,14.5,14.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Fished the Upsalquitch wheel in the morning. Medium amount of fine debris and still a few larger sticks in box.(Kedgwick wheel)
Kedgwick,2019,5,16,9:45,10:45,5,,,100%,Light rain,Calm,72,,3.1,,14,14,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Light amount of fine debris. Cleaned wheel.
Kedgwick,2019,5,17,10:00,10:50,6,,,100%,None,Calm,66,,4,,14,14,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Medium amount of fine debris.
Kedgwick,2019,5,18,10:05,11:00,6,,,100%,None,Calm,59,,4.7,,13.5,13.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Light amount of fine debris. 
Kedgwick,2019,5,19,9:55,10:50,7,,,90%,None,Calm,55,,4.3,,13.5,13.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Medium light amount of fine debris.
Kedgwick,2019,5,20,9:55,11:00,7,,,100%,Heavy rain,Calm,55,,4.9,,13.5,13.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Light amount of fine debris.
Kedgwick,2019,5,21,9:50,12:00,7,,,100%,Medium rain,Calm,79,,4.3,,9,12.5,70% operating,"Andrew O, Marie-Camille S.A., Jesse A","A fairly large spruce tree was stuck on the tail cable, causing tension on the cables and forcing wheel to turn slightly to the left(facing upriver).  As a result, wheel was not directly facing the current, dropping RPM's to 9. Medium amount of fine debris with a few large branches."
Kedgwick,2019,5,22,11:30,16:30,7,,,60%,None,Calm,93,,4.8,,0,0,Not operating,"Andrew O, Marie-Camille S.A., Jesse A(Mike,Michel,Francis)",4 foot log jammed in wheel.  Winch cable ring broke from smolt wheel(weld let go completely)Wheel tied to shore overnight. 
Kedgwick,2019,5,23,10:00,12:00,12,,,90%,None,Calm,86,,,,0,15,Fully after re-launch,"Andrew O, Marie-Camille S.A., Jesse A, Mike, Michel",Repairs made to smolt wheel(temporary). Smolt wheel re-launched and fishing by 11:30am. Water temperature not taken.
Kedgwick,2019,5,24,10:00,11:45,10,,,80%,Intermitent rain,Calm,74,,5.8,,14.5,14.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Large amount of fine debris.
Kedgwick,2019,5,25,10:20,11:30,12,,,5%,None,Calm,62,,5.9,,14,14,Fully,"Andrew O, Marie-Camille S.A., Michel Biron",Small amount of fine debris.
Kedgwick,2019,5,26,10:15,11:00,9,,,100%,Intermitent rain,Light,53,,7,,13,13,Fully,"Andrew O, Marie-Camille S.A., Michel Biron",Light amount of fine debris.  Cleaned wheel.
Kedgwick,2019,5,27,10:00,11:00,10,,,95%,None,Light,46,,6.4,,13.5,13,Fully,"Andrew O, Marie-Camille S.A., Jesse A","Wheel moved out one stantion! Now sitting between the 9th and 10th full stantions. Bridge crew starting to tighten bolts on bridge, not affecting our operations."
Kedgwick,2019,5,28,10:00,12:00,10,,,5%,None,Calm,37,,5.5,,13,13,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,5,29,12:50,14:10,18,,,5%,None,Calm,27,,7.5,,12,12,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,5,30,9:50,11:00,12,,,100%,None,Calm,23,,8,,12,12,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,5,31,9:45,11:00,9,,,30%,None,Light,21,,7.2,,12,12,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,6,1,9:50,10:50,12,,,5%,None,Light,16,,7.6,,12,12,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,6,2,10:00,10:50,7,,,100%,Medium rain,Light,9,,8,,11.5,11.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,6,3,10:10,11:10,8,,,100%,Light rain,Calm,10,,6.7,,12,12,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Fine amount of light debris.
Kedgwick,2019,6,4,13:00,13:45,13,,,90%,None,Calm,9,,7.8,,11.5,11.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,6,5,9:55,10:35,7,,,85%,None,Calm,5,,6.7,,11.5,11.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,6,6,9:50,10:35,14,,,10%,None,Calm,4,,7.6,,11.25,11.25,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,6,7,9:50,10:25,15,,,5%,None,Calm,1,,8.8,,11,11,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,6,8,9:50,10:35,12,,,15%,None,Light,-2,,8.4,,11,11,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Meter stick dry but rebar remaining wet.  Measurements taken with portable ruler going into minus figures from 0cm!
Kedgwick,2019,6,9,9:50,10:30,15,,,1%,None,Calm,-5,,9.2,,10.5,10.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,6,10,10:00,10:35,17,,,30%,None,Calm,-8,,11.5,,10.5,10.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,6,11,10:00,10:15,18,,,90%,None,Calm,-11,,12.4,,10.5,10.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Cleaned wheel.
Kedgwick,2019,6,12,13:10,13:23,19,,,20%,None,Moderate West,-11,,11.9,,10.5,10.5,Fully,"Andrew O, Marie-Camille S.A., Jesse A",None
Kedgwick,2019,6,13,10:44,10:50,19,,,10%,None,Calm,-14,,11.7,,10.5,0,Fully,"Andrew O, Marie-Camille S.A., Jesse A",Wheel lifted and brought to shore at approximately 11:15am.  Vemco removed at approximately 10:50am.
LittleMain,2003,5,7,7:30,,,,,,,,,,2,,13.5,,,,First day and water on the rise
LittleMain,2003,5,12,9:30,,,,,,,,,,3,,13,,,,Raised the wheel due to high water.
LittleMain,2003,5,13,8:30,,,,,,,,,,2,,11,,,,
LittleMain,2003,5,14,7:30,,,,,,,,,,2,,10,,,,
LittleMain,2003,5,15,8:00,,,,,,,,,,2,,10,,,,
LittleMain,2003,5,16,11:00,,,,,,,,,,3,,10,,,,
LittleMain,2003,5,17,,,,,,,,,,,,,,,,,
LittleMain,2003,5,18,7:30,,,,,,,,,,4,,10.5,,,,
LittleMain,2003,5,19,9:30,,,,,,,,,,6,,10.5,,,,
LittleMain,2003,5,20,10:00,,,,,,,,,,10,,10,,,,Released at Ledge pool.
LittleMain,2003,5,21,9:30,,,,,,,,,,6,,9,,,,
LittleMain,2003,5,22,8:30,,,,,,,,,,5,,9.8,,,,
LittleMain,2003,5,23,19:30,,,,,,,,,,6,,11,,,,Released at Ledge pool.
LittleMain,2003,5,24,9:30,,,,,,,,,,5,,11,,,,
LittleMain,2003,5,25,11:30,,,,,,,,,,7,,11,,,,
