line_id,site,region,transect,date,start_latitude,start_longitude,end_latitude,end_longitude,transect_distance_m,region_New,site_New,transect_New
2923,TR,Toney River,3,8/30/2010,---,---,---,---,---,Toney River,TR,3
2924,TR,Toney River,3,8/12/2014,---,---,---,---,---,Toney River,TR,3
2925,TR,Toney River,3,8/12/2014,---,---,---,---,---,Toney River,TR,3
2926,TR,Toney River,3,8/17/2009,---,---,---,---,---,Toney River,TR,3
2927,TR,Toney River,3,8/17/2009,---,---,---,---,---,Toney River,TR,3
2928,TR,Toney River,3,8/3/2016,---,---,---,---,---,Toney River,TR,3
2929,TR,Toney River,3,8/7/2013,---,---,---,---,---,Toney River,TR,3
2930,TR,Toney River,3,7/26/2017,---,---,---,---,---,Toney River,TR,3
2931,TR,Toney River,3,7/26/2017,---,---,---,---,---,Toney River,TR,3
2932,TR,Toney River,3,8/3/2016,---,---,---,---,---,Toney River,TR,3
2933,TR,Toney River,3,8/11/2015,---,---,---,---,---,Toney River,TR,3
2934,TR,Toney River,3,7/25/2018,---,---,---,---,---,Toney River,TR,3
2935,TR,Toney River,3,8/1/2012,---,---,---,---,---,Toney River,TR,3
2936,TR,Toney River,3,8/11/2015,---,---,---,---,---,Toney River,TR,3
2937,TR,Toney River,4,8/7/2013,---,---,---,---,---,Toney River,TR,4
2938,TR,Toney River,4,8/30/2010,---,---,---,---,---,Toney River,TR,4
2939,TR,Toney River,4,8/13/2014,---,---,---,---,---,Toney River,TR,4
2940,TR,Toney River,4,8/13/2014,---,---,---,---,---,Toney River,TR,4
2941,TR,Toney River,4,8/11/2015,---,---,---,---,---,Toney River,TR,4
2942,TR,Toney River,4,8/11/2015,---,---,---,---,---,Toney River,TR,4
2943,TR,Toney River,4,8/30/2010,---,---,---,---,---,Toney River,TR,4
2944,TR,Toney River,4,8/7/2013,---,---,---,---,---,Toney River,TR,4
2945,TR,Toney River,5,8/30/2010,---,---,---,---,---,Toney River,TR,5
2946,TR,Toney River,5,8/30/2010,---,---,---,---,---,Toney River,TR,5
2947,TR,Toney River,5,8/7/2013,---,---,---,---,---,Toney River,TR,5
2948,TR,Toney River,5,8/7/2013,---,---,---,---,---,Toney River,TR,5
2949,TR,Toney River,5,8/13/2014,---,---,---,---,---,Toney River,TR,5
2950,TR,Toney River,5,8/13/2014,---,---,---,---,---,Toney River,TR,5
2951,TR,Toney River,6,8/7/2013,---,---,---,---,---,Toney River,TR,6
2952,TR,Toney River,6,8/7/2013,---,---,---,---,---,Toney River,TR,6
2953,TR,Toney River,6,8/30/2010,---,---,---,---,---,Toney River,TR,6
2954,TR,Toney River,6,8/13/2014,---,---,---,---,---,Toney River,TR,6
2955,TR,Toney River,6,8/30/2010,---,---,---,---,---,Toney River,TR,6
2956,TR,Toney River,6,8/13/2014,---,---,---,---,---,Toney River,TR,6
2957,TR,Toney River,T1,7/27/2021,45.78416667,-62.93803333,45.78325,-62.93795,102.25,Toney River,TR,1
2958,TR,Toney River,T1,7/30/2019,45.78416667,-62.93803333,45.78325,-62.93795,102.25,Toney River,TR,1
2959,TR,Toney River,T1,7/30/2019,45.78416667,-62.93803333,45.78325,-62.93795,102.25,Toney River,TR,1
2960,TR,Toney River,T1,7/27/2021,45.78416667,-62.93803333,45.78325,-62.93795,102.25,Toney River,TR,1
2961,TR,Toney River,T2,7/30/2019,45.78313333,-62.93638333,45.78351667,-62.9352,101.29,Toney River,TR,2
2962,TR,Toney River,T2,7/30/2019,45.78313333,-62.93638333,45.78351667,-62.9352,101.29,Toney River,TR,2
2963,TR,Toney River,T2,7/27/2021,45.78313333,-62.93638333,45.78351667,-62.9352,101.29,Toney River,TR,2
2964,TR,Toney River,T2,7/27/2021,45.78313333,-62.93638333,45.78351667,-62.9352,101.29,Toney River,TR,2
2965,TR,Toney River,T3,7/30/2019,45.7822,-62.93205,45.78295,-62.93133333,100.33,Toney River,TR,3
2966,TR,Toney River,T3,7/30/2019,45.7822,-62.93205,45.78295,-62.93133333,100.33,Toney River,TR,3
2967,TR,Toney River,T4,7/30/2019,45.7882,-62.95078333,45.78781667,-62.9496,101.28,Toney River,TR,4
2968,TR,Toney River,T4,7/27/2021,45.7882,-62.95078333,45.78781667,-62.9496,101.28,Toney River,TR,4
2969,TR,Toney River,T4,7/30/2019,45.7882,-62.95078333,45.78781667,-62.9496,101.28,Toney River,TR,4
2970,TR,Toney River,T4,7/27/2021,45.7882,-62.95078333,45.78781667,-62.9496,101.28,Toney River,TR,4
2971,TR,Toney River,T6,7/30/2019,45.78663333,-62.95096667,45.78631667,-62.94976667,99.6,Toney River,TR,6
2972,TR,Toney River,T6,7/30/2019,45.78663333,-62.95096667,45.78631667,-62.94976667,99.6,Toney River,TR,6
2973,TR,Toney River,T6,7/30/2019,45.78663333,-62.95096667,45.78631667,-62.94976667,99.6,Toney River,TR,6
