"VESSEL_CODE"	"NAME"	"VESSEL_ID"
"#2B 1030"	"#2B 1030"	
"#32016"	"#32016"	
"#33642"	"#33642"	
"'TI GERRY"	"'TI GERRY"	
"( NO NAME )  ?"	"( NO NAME )  ?"	
"153017"	"1B2006"	"153017"
"153024"	"MARLA MARIE"	"153024"
"153025"	"JAVENNY KAY"	"153025"
"153026"	"6C5567"	"153026"
"153029"	"MILÈNE IV"	"153029"
"153031"	"LA TI PUCE I"	"153031"
"153036"	"JUSTINE MARINA NO 1"	"153036"
"153037"	"HALF MOON"	"153037"
"153040"	"LAST CALL"	"153040"
"153042"	"B.C. WAVE"	"153042"
"153043"	"JOSHUA D"	"153043"
"153044"	"ALLAIN JOSEE"	"153044"
"153045"	"L'ILE A CAFE"	"153045"
"153046"	"EAST COASTER"	"153046"
"153050"	"CAPT. JOE 1"	"153050"
"153051"	"REMI IV D"	"153051"
"153052"	"2B4357"	"153052"
"153055"	"JOSE JULIE"	"153055"
"153056"	"MARCO & BRITTANY"	"153056"
"153066"	"CHICO'S PRIDE"	"153066"
"153067"	"WATER BUFFALO"	"153067"
"153068"	"BLACK DUCK V"	"153068"
"153087"	"SAMUEL NO 5"	"153087"
"153089"	"LAURINA N."	"153089"
"153090"	"MANON III"	"153090"
"153092"	"BRUNO III"	"153092"
"153099"	"CHRISTOPHER ROSE"	"153099"
"153101"	"KEEWATIN"	"153101"
"153107"	"21C-3164"	"153107"
"153118"	"LITTLE JEANNE 1"	"153118"
"153121"	"D DOT"	"153121"
"153125"		"153125"
"153137"	"SEA DOG"	"153137"
"153139"	"ALYSA DAWN"	"153139"
"153140"	"JANEA & JUSTIN"	"153140"
"153143"	"EMMA & HANNAH"	"153143"
"153146"	"SERGE L #1"	"153146"
"153149"	"ANETTE"	"153149"
"153151"	"REMI J R"	"153151"
"153153"	"R.A.M. 11"	"153153"
"153156"	"PIVALJO 1"	"153156"
"153157"	"HEATHER MARY 11"	"153157"
"153161"	"LADY TERI ANNE"	"153161"
"153166"	"RE-JO"	"153166"
"153171"	"WATER LOU"	"153171"
"153180"	"SHAKE RATTLE N' ROLL"	"153180"
"153181"	"MORNING DELIGHT"	"153181"
"153182"	"RENAUD 1"	"153182"
"153184"		"153184"
"153185"		"153185"
"153186"		"153186"
"153187"	"7C1734"	"153187"
"153188"		"153188"
"153198"	"SHELLEY NADINE"	"153198"
"153199"		"153199"
"153202"	"SCOTT 1V"	"153202"
"153204"	"AMY MARIE"	"153204"
"153207"	"NORTHERN SKIPPER"	"153207"
"153209"	"SHIRLEY D. NO II"	"153209"
"153210"	"TONY"	"153210"
"153212"	"MISS KATIE"	"153212"
"153213"	"MISS AMANDA LEE"	"153213"
"153214"	"ROVING PRINCESS"	"153214"
"153215"	"DEL & MEL"	"153215"
"153216"	"GULF CLASSIC"	"153216"
"153218"	"LINA A."	"153218"
"153220"	"MASTERPIECE I"	"153220"
"153223"	"SPLIT DECISION"	"153223"
"153228"	"MARSHA LYNN II"	"153228"
"153229"	"STRAIT LADY II"	"153229"
"153230"	"KEVIN & JOHNNY"	"153230"
"153238"	"MIDNIGHT RAMBLER I"	"153238"
"153240"	"GUY R. II"	"153240"
"153241"	"MILKY WAY III"	"153241"
"153242"	"21A1553"	"153242"
"153243"	"VICKY-C"	"153243"
"153246"	"SCOTCH MIST III"	"153246"
"153248"	"PLUM CRAZY"	"153248"
"153249"	"AMY D III"	"153249"
"153250"	"BURNING RAGE"	"153250"
"153251"	"ALAIN & PATRICK"	"153251"
"153253"	"VANESSA J.B."	"153253"
"153254"	"GOLDEN DAWN I"	"153254"
"153256"	"PEE GEE"	"153256"
"153258"	"2C643"	"153258"
"153261"	"SEA MIST AGAIN"	"153261"
"153262"	"C02013NB"	"153262"
"153266"	"MARGOT-LENE"	"153266"
"153268"	"GRANDFATHER THUNDER"	"153268"
"153273"	"DARK SHADOWS"	"153273"
"153274"	"LITTLE BAY B'Y"	"153274"
"153275"	"FISHERMEN'S SON"	"153275"
"153281"		"153281"
"153282"	"BIG CLAW I"	"153282"
"153283"	"AUCOIN'S PRIDE"	"153283"
"153285"	"GREY SHADOW"	"153285"
"153286"	"JEAN-FRANCOIS RICHARD"	"153286"
"153288"	"PRINCE OF TIDES"	"153288"
"153290"	"MATHIEU S NO I"	"153290"
"153293"	"ROXANNE II"	"153293"
"153294"	"CORA GAIL NO I"	"153294"
"153298"	"POUTSMJIJ"	"153298"
"153299"	"R.C.M."	"153299"
"153300"	"NOR'WESTER V"	"153300"
"153302"	"KYLA ANNE"	"153302"
"153303"	"J.J.D."	"153303"
"153304"	"MILL RIVER MIST"	"153304"
"153310"	"KESHIA KAITLIN"	"153310"
"153313"		"153313"
"153314"	"BRITTANY JAYNE"	"153314"
"153315"	"DAUGHTERS THREE 1"	"153315"
"153317"	"GETAWAY 00"	"153317"
"153318"	"CHRISTY-ANN II"	"153318"
"153320"	"EASTERN LADY"	"153320"
"153321"	"JOHN & MARIA"	"153321"
"153322"	"PATTI LYNN"	"153322"
"153323"	"ROADRUNNER II"	"153323"
"153324"	"ALEX-L"	"153324"
"153325"	"WHISKEY JACK 93"	"153325"
"153329"	"JUNIOR"	"153329"
"153330"	"GULF BREEZE"	"153330"
"153333"	"TYLER-BRETT"	"153333"
"153334"	"JC'S PRIDE"	"153334"
"153336"	"CORY C. C."	"153336"
"153338"	"BRITTANY SEA"	"153338"
"153340"	"MISS PALMER ROAD 92"	"153340"
"153341"	"CINDY-ANNE"	"153341"
"153346"	"K.D.H."	"153346"
"153347"	"MICHAEL K II"	"153347"
"153348"	"CHAD S"	"153348"
"153349"	"ERIKA & SCOTT"	"153349"
"153354"	"MY THREE SONS 11"	"153354"
"153355"	"MIMINEGASH MAIDEN"	"153355"
"153356"	"ANGLO STAR-92"	"153356"
"153359"	"ALBERT M"	"153359"
"153361"	"1B2068"	"153361"
"153367"	"DANICA"	"153367"
"153369"	"ERIN NINA"	"153369"
"153370"	"LAURIE CLAIRE I"	"153370"
"153372"	"2B4502"	"153372"
"153374"		"153374"
"153375"	"PROWLER"	"153375"
"153377"	"KATIE MAGGIE"	"153377"
"153381"	"INGWIS"	"153381"
"153382"	"CHARLOTTE DARLENE"	"153382"
"153388"		"153388"
"153390"	"153390"	
"153392"	"LAKE MIST"	"153392"
"153395"	"GRACE & TAMMY"	"153395"
"153396"	"ALAIN JR"	"153396"
"153398"	"SLAINTE MHOR"	"153398"
"153399"		"153399"
"153400"	"LAURA AND PATRICK"	"153400"
"153401"	"LOBSTER LADY"	"153401"
"153402"		"153402"
"153405"	"KAYLA-KENZIE"	"153405"
"153407"	"AVA MARIA"	"153407"
"153412"	"J & J LADIES"	"153412"
"153413"	"GUY NO 1"	"153413"
"153417"		"153417"
"153419"	"MABELLE"	"153419"
"153423"	"MISS MAISIE"	"153423"
"153426"	"AL.LO.MAR."	"153426"
"153428"		"153428"
"153430"	"MORNING STAR VIII"	"153430"
"153432"	"BLACKY 1"	"153432"
"153433"	"YOLANDE C"	"153433"
"153434"	"CODY M"	"153434"
"153435"		"153435"
"153436"	"PEA & SONS"	"153436"
"153442"	"CHRISTOPHER NIGEL"	"153442"
"153443"	"DINO G II"	"153443"
"153448"	"FREE AS AN EAGLE"	"153448"
"153449"	"RISIN DAWN"	"153449"
"153450"	"ALBERT & CORY"	"153450"
"153452"	"SAGITTARIUS"	"153452"
"153457"	"NICH & SARA"	"153457"
"153458"	"THE KINGDOM SEEKERS"	"153458"
"153464"	"CAPITAINE MA-SO"	"153464"
"153471"	"ANGELA 111"	"153471"
"153474"	"MARLENE MARIE"	"153474"
"153484"		"153484"
"153504"	"2C647"	"153504"
"153511"		"153511"
"153513"	"TWILA LOUISE"	"153513"
"153521"		"153521"
"153525"	"MLLE CHANTAL"	"153525"
"153531"	"JONATHAN SAMUEL"	"153531"
"153540"	"20A1139"	"153540"
"153541"		"153541"
"153542"	"BEV T"	"153542"
"153549"	"21C3319"	"153549"
"153550"	"ROB RON LIN"	"153550"
"153553"	"DUANE DAPHNE"	"153553"
"153554"	"LES LOGIC"	"153554"
"153557"	"CAP ST LOUIS"	"153557"
"153561"	"MISS MEGAN"	"153561"
"153565"	"THE NINE ANGELS"	"153565"
"153566"	"TERRENCE D"	"153566"
"153567"	"SOLANGE R"	"153567"
"153568"	"MARTIN & SYLVIE"	"153568"
"153569"	"L'AMBROSE"	"153569"
"153572"	"LE BRICOLEUR"	"153572"
"153575"	"CLASSY LADY C"	"153575"
"153576"	"DONNA ELIZABETH"	"153576"
"153579"	"ETIENNE JEAN LUC"	"153579"
"153580"	"LADY BRAS D'OR"	"153580"
"153581"	"RAYMOND NO 1"	"153581"
"153582"	"ISLAND RIVER"	"153582"
"153585"	"ERIC II"	"153585"
"153589"	"WATERLOO #I"	"153589"
"153590"	"MARLENE MONIQUE"	"153590"
"153592"	"21C-3338"	"153592"
"153593"	"JENNIFER & DARREN"	"153593"
"153594"	"CADILLAC STYLE"	"153594"
"153595"	"ACHY BREAKY HEART"	"153595"
"153600"	"KORTNEY JILL"	"153600"
"153602"	"KYLE 'N GIRLS"	"153602"
"153604"	"JESSICA KATELYN"	"153604"
"153613"	"MARLEY MARIE"	"153613"
"153614"	"ALEXANDER KEITH'S"	"153614"
"153615"	"JUST A DREAM"	"153615"
"153618"	"KRISTEN ALLIE"	"153618"
"153619"	"BAY QUEEN #1"	"153619"
"153620"	"SHARI DEBORAH"	"153620"
"153622"	"MY GIRLS III"	"153622"
"153627"	"MISS TRICIA LEE"	"153627"
"153633"		"153633"
"153634"	"STURGEON STORM"	"153634"
"153637"	"BROOKLYN BABE"	"153637"
"153657"	"MORNING FLIGHT"	"153657"
"153658"	"NORTHSIDER"	"153658"
"153659"	"NANCY-MONA"	"153659"
"153660"	"CALL OF THE WILD"	"153660"
"153661"	"21C-3388"	"153661"
"153662"	"FLOUNDER"	"153662"
"153663"	"LOCKE HAVEN I"	"153663"
"153664"	"NAPO MARC"	"153664"
"153665"	"ROCK'N ROGER"	"153665"
"153667"	"SERIOUS OVERTIME"	"153667"
"153668"	"JANET'S PRIDE"	"153668"
"153669"	"CHRISTA MAC"	"153669"
"153670"	"CLEMENT"	"153670"
"153672"	"SEABIRD X11"	"153672"
"153675"	"TREVOR J"	"153675"
"153676"	"JANETS CHOICE"	"153676"
"153678"	"KOOL KOMFORT"	"153678"
"153679"	"RISING SUN I"	"153679"
"153680"	"POTLUCK II"	"153680"
"153681"	"V.J.D."	"153681"
"153682"	"CRYSTAL AND SHERRY"	"153682"
"153683"	"SEA WIZARD"	"153683"
"153684"	"CANADA 125"	"153684"
"153685"	"CYNTHIA & BRADLEY 92"	"153685"
"153686"	"NORTH LAKE BREEZE"	"153686"
"153688"	"RUSTY RHEN"	"153688"
"153689"	"FARE THEE WELL I"	"153689"
"153690"	"MAJESTA"	"153690"
"153691"	"MELANIE JANE I"	"153691"
"153692"	"MISS KAREN ANNE 1"	"153692"
"153693"	"CHRISTINE '98'"	"153693"
"153695"	"SALT WATER COWBOY"	"153695"
"153696"	"JARRETT K"	"153696"
"153697"	"HOMESTRETCH"	"153697"
"153698"	"EASTERN LIGHT"	"153698"
"153699"	"SUPER SAVER"	"153699"
"153700"	"ROCK BOTTOM"	"153700"
"153702"	"T.C.M. II"	"153702"
"153704"	"TOMMY C.L."	"153704"
"153705"	"SILVER JET"	"153705"
"153706"	"OCEAN COMMOTION 93"	"153706"
"153707"	"KIMBERLY DAWN I"	"153707"
"153708"	"PEDRO II"	"153708"
"153709"	"PANTHA #2"	"153709"
"153710"	"DOIN' TIME"	"153710"
"153713"	"SOPHIE LISA"	"153713"
"153714"	"MON BEBE"	"153714"
"153716"	"FOUR DAUGHTERS"	"153716"
"153717"	"MARIE HELENE CATHY"	"153717"
"153719"	"OBOY"	"153719"
"153721"	"THE GETAWAY"	"153721"
"153722"	"QUEEN OF THE CAPE"	"153722"
"153723"	"MICHAEL - DANIEL II"	"153723"
"153724"	"AIGLE NOIR"	"153724"
"153725"	"JONATHAN SCOTT"	"153725"
"153726"	"1C-1598"	"153726"
"153730"	"ZAPPA"	"153730"
"153733"	"SPECIAL K I"	"153733"
"153734"	"BLUE EYES N"	"153734"
"153735"	"JUST JUNE"	"153735"
"153737"	"KRISTAN D"	"153737"
"153741"	"SPRING BREEZE"	"153741"
"153742"	"SUNRISE SAIL II"	"153742"
"153743"	"HERMINE IDA 11"	"153743"
"153745"	"FERMOY FISHER"	"153745"
"153748"	"MISS HELENE I"	"153748"
"153752"	"MARC VICTOR"	"153752"
"153753"	"NEWPORT SPLASH"	"153753"
"153754"	"MARIA L"	"153754"
"153755"	"SEASIDE LEAF"	"153755"
"153757"	"FAMILY PRIDE"	"153757"
"153761"	"G.M.C. I"	"153761"
"153762"	"AMIGOS"	"153762"
"153763"	"PETE"	"153763"
"153766"		"153766"
"153769"	"SHAWN & PAUL"	"153769"
"153772"	"L.J.B. II"	"153772"
"153773"	"J C SPECIAL"	"153773"
"153774"	"ANOTHER WORLD"	"153774"
"153775"	"MESS DECK DODGER"	"153775"
"153777"	"C.L.G."	"153777"
"153778"	"MELANIE DWAYNE"	"153778"
"153779"	"LEMAND'S LAST"	"153779"
"153780"	"KRISTEN & JENNA"	"153780"
"153781"	"LAUNCHING'S BEST"	"153781"
"153782"	"GLASS PRINCESS"	"153782"
"153783"	"SURF DANCER"	"153783"
"153784"	"NORTH SEA 1"	"153784"
"153785"	"KELSEY JO"	"153785"
"153787"	"LAST LADY"	"153787"
"153788"	"NATHALIE MICHEL II"	"153788"
"153789"	"EVENING DEW #1"	"153789"
"153791"	"THE TWIN"	"153791"
"153794"	"SMUGGLER'S COVE"	"153794"
"153797"	"DANNY'S BOY"	"153797"
"153798"	"TRENA E MARGARET"	"153798"
"153799"	"KOLO"	"153799"
"153802"	"KEL-KIM"	"153802"
"153803"	"MONA SONIA"	"153803"
"153804"	"JOSEPH & BENJAMIN"	"153804"
"153805"	"GEORGE ANDRE"	"153805"
"153807"	"SNAPPY BREEZE"	"153807"
"153808"	"AURELE"	"153808"
"153809"	"1C-1601"	"153809"
"153810"	"JUST LOAFIN'"	"153810"
"153811"	"1C-1600"	"153811"
"153813"	"TREVOR L"	"153813"
"153816"	"SHELLY & DANNY"	"153816"
"153817"	"MY THREE BOYS"	"153817"
"153818"	"2B-4666"	"153818"
"153820"	"ANGIE-GREG"	"153820"
"153822"	"LOGAN'S PRIDE"	"153822"
"153823"	"6C-5913"	"153823"
"153825"	"MISTY WATER II"	"153825"
"153826"	"HIGHLAND DUTCHES II"	"153826"
"153827"	"TOMMY JOE"	"153827"
"153828"	"KRYSTLE'S WAVE"	"153828"
"153831"	"HAZEL W I"	"153831"
"153838"	"GILDARD GELAS II"	"153838"
"153839"	"SHE'LL DO"	"153839"
"153840"	"21C2872"	"153840"
"153845"	"CAPE LISA"	"153845"
"153849"	"NORA DEAN I"	"153849"
"153851"	"LE P'TIT MEO"	"153851"
"153852"	"LITTLE CHAMP"	"153852"
"153853"	"MARGAREE MIST"	"153853"
"153858"	"JMC"	"153858"
"153860"	"SHELBY'S SHIP"	"153860"
"153861"	"IRON RING"	"153861"
"153862"	"BISHOP BOYS"	"153862"
"153867"	"3A358"	"153867"
"153868"	"21C 2868"	"153868"
"153871"	"POUPET"	"153871"
"153873"	"21C1473"	"153873"
"153875"	"LATE BLOOMER"	"153875"
"153878"	"DOUBLE CROW"	"153878"
"153879"	"SEA SKIPPER"	"153879"
"153882"	"KADI MAE"	"153882"
"153883"	"ROLLING THUNDER"	"153883"
"153884"	"17A1090"	"153884"
"153889"	"RONNIE G"	"153889"
"153890"	"MY FAVOURITE"	"153890"
"153893"	"JESSICA RAY"	"153893"
"153898"	"ANGLO LADY 93"	"153898"
"153899"	"HUGO"	"153899"
"153900"	"21C 2871"	"153900"
"153901"	"VERY BEST"	"153901"
"153902"	"KRISTIE"	"153902"
"153904"	"M.E.R."	"153904"
"153907"	"S.S. JEFFERY II"	"153907"
"153908"	"NIGHT RIDER 93"	"153908"
"153910"	"GISELE GUY"	"153910"
"153919"	"JENNIFER & HEATHER"	"153919"
"153921"	"GEN NO. 1"	"153921"
"153926"	"SHIP AHOY"	"153926"
"153929"	"SHELLEY & LORNA"	"153929"
"153930"	"DLV NO 1"	"153930"
"153931"		"153931"
"153932"		"153932"
"153933"	"BONNEY JACOB"	"153933"
"153943"		"153943"
"153945"		"153945"
"153948"		"153948"
"153949"	"MONGO"	"153949"
"153954"	"DANIE"	"153954"
"153955"		"153955"
"153956"	"BRENNAN"	"153956"
"153957"	"BUOY KNOCKER"	"153957"
"153958"	"KRISTA GAIL 1"	"153958"
"153959"	"ANGIE-JULIE"	"153959"
"153961"		"153961"
"153962"		"153962"
"153965"		"153965"
"153967"	"LADY SARAH"	"153967"
"153974"	"ARRIVAL"	"153974"
"153976"		"153976"
"153978"		"153978"
"153979"	"DEBRA ANN RAY"	"153979"
"153981"	"MISSING LINKS"	"153981"
"153982"		"153982"
"153984"	"GIT R DONE 01"	"153984"
"153989"	"KAITLIN JESSIE"	"153989"
"153992"	"JLV"	"153992"
"153994"	"VANESSA 2001"	"153994"
"153998"	"ROD'S REVENGE"	"153998"
"153999"	"SEA HORSE 2000"	"153999"
"154001"	"HEART OF GOLD"	"154001"
"154006"	"EARLY MORNINGS"	"154006"
"154007"	"CANDACE & COURTNEY"	"154007"
"154010"		"154010"
"154012"	"MITCH KRIS"	"154012"
"154014"	"NEPTUNA"	"154014"
"154016"	"DENISE H NO 1"	"154016"
"154017"	"SEBASTIEN"	"154017"
"154018"		"154018"
"154019"	"LE RENEE & CHANTAL"	"154019"
"154027"	"THE WHITE SPRAY"	"154027"
"154030"	"RAZZMATAZZ"	"154030"
"154031"	"7C 8212"	"154031"
"154032"		"154032"
"154033"	"GLASS GLIDER 93"	"154033"
"154034"	"HOLLY COW"	"154034"
"154036"	"SATURDAY NIGHT FEVER"	"154036"
"154037"	"SEA QUEEN 111"	"154037"
"154038"		"154038"
"154039"	"MATHIEU"	"154039"
"154041"	"CLASSY GLASS"	"154041"
"154043"	"A.D.N."	"154043"
"154045"	"1C-1627"	"154045"
"154049"	"21C3434"	"154049"
"154052"	"DENIS L.B."	"154052"
"154053"		"154053"
"154054"	"WATER WEASEL"	"154054"
"154055"	"SEA SNAPPER"	"154055"
"154060"	"WAVE BUSTER"	"154060"
"154061"	"SECOND CHAPTER 05"	"154061"
"154062"	"BRI-NE SEA"	"154062"
"154062 (CFVN)"	"154062 (CFVN)"	
"154063"		"154063"
"154065"	"MICHAEL X"	"154065"
"154069"	"1C-1633"	"154069"
"154070"	"GULF STREAM"	"154070"
"154073"	"MAL-FRASE"	"154073"
"154077"	"JOYRIDER"	"154077"
"154078"		"154078"
"154079"	"1C-1605"	"154079"
"154080"		"154080"
"154081"		"154081"
"154082"		"154082"
"154088"	"7C1583"	"154088"
"154090"		"154090"
"154092"		"154092"
"154093"	"L G D"	"154093"
"154094"		"154094"
"154097"	"GLIDER 7"	"154097"
"154100"	"BILLY LOUISE"	"154100"
"154101"	"JUST-VANNA"	"154101"
"154103"	"7C-1267"	"154103"
"154104"		"154104"
"154106"	"VANESSA AND DENVER"	"154106"
"154108"		"154108"
"154109"		"154109"
"154110"		"154110"
"154111"	"JEREMY V"	"154111"
"154113"		"154113"
"154118"		"154118"
"154119"		"154119"
"154122"	"MISS KIM"	"154122"
"154123"		"154123"
"154125"		"154125"
"154128"		"154128"
"154129"		"154129"
"154130"		"154130"
"154132"		"154132"
"154133"		"154133"
"154135"		"154135"
"154138"		"154138"
"154140"		"154140"
"154141"		"154141"
"154143"		"154143"
"154144"		"154144"
"154146"		"154146"
"154147"		"154147"
"154149"		"154149"
"154155"	"EASY LIVIN'"	"154155"
"154161"	"LATE RISER"	"154161"
"154163"		"154163"
"154165"		"154165"
"154171"		"154171"
"154173"		"154173"
"154174"		"154174"
"154175"		"154175"
"154177"		"154177"
"154178"		"154178"
"154179"		"154179"
"154180"		"154180"
"154181"		"154181"
"154185"		"154185"
"154187"		"154187"
"154190"		"154190"
"154191"		"154191"
"154192"		"154192"
"154196"		"154196"
"154197"		"154197"
"154198"		"154198"
"154199"		"154199"
"154200"		"154200"
"154201"		"154201"
"154202"		"154202"
"154206"		"154206"
"154207"		"154207"
"154208"		"154208"
"154209"		"154209"
"154212"	"7C-1206"	"154212"
"154215"		"154215"
"154217"		"154217"
"154218"		"154218"
"154219"		"154219"
"154220"		"154220"
"154222"		"154222"
"154223"		"154223"
"154224"		"154224"
"154225"		"154225"
"154229"		"154229"
"15423"	"ERIC ROBERT"	"15423"
"154231"		"154231"
"154235"		"154235"
"154236"	"154236"	"154236"
"154237"		"154237"
"154241"	"21C3457"	"154241"
"154243"	"154243"	"154243"
"154244"		"154244"
"154245"		"154245"
"154246"		"154246"
"154247"		"154247"
"154249"		"154249"
"154252"	"21C3401"	"154252"
"154254"		"154254"
"154256"		"154256"
"154257"		"154257"
"154261"		"154261"
"154262"		"154262"
"154264"		"154264"
"154267"	"21C-3414"	"154267"
"154269"		"154269"
"154270"		"154270"
"154271"	"NEW MOON 93"	"154271"
"154273"		"154273"
"154274"		"154274"
"154276"		"154276"
"154280"		"154280"
"154282"		"154282"
"154283"	"7C-1499"	"154283"
"154284"		"154284"
"154285"		"154285"
"154287"		"154287"
"154289"	"1C-776"	"154289"
"154290"		"154290"
"154294"		"154294"
"154295"		"154295"
"154296"		"154296"
"154297"		"154297"
"154298"		"154298"
"154300"		"154300"
"154302"	"TOMORROWS HOBBY"	"154302"
"154308"	"21C3369"	"154308"
"154310"		"154310"
"154312"		"154312"
"154313"	"STEPHANIE AL"	"154313"
"154314"		"154314"
"154316"	"21C-3472"	"154316"
"154318"		"154318"
"154319"		"154319"
"154320"		"154320"
"154321"		"154321"
"154322"		"154322"
"154323"	"7C1505"	"154323"
"154324"		"154324"
"154325"	"7C-2126"	"154325"
"154327"		"154327"
"154330"		"154330"
"154331"		"154331"
"154334"		"154334"
"154335"	"21C-2066"	"154335"
"154337"		"154337"
"154338"		"154338"
"154340"	"21C2410"	"154340"
"154343"	"21C-3480"	"154343"
"154344"		"154344"
"154346"		"154346"
"154348"		"154348"
"154349"		"154349"
"154350"		"154350"
"154351"		"154351"
"154352"		"154352"
"154354"		"154354"
"154356"		"154356"
"154357"		"154357"
"154358"		"154358"
"154361"	"21C-725"	"154361"
"154362"		"154362"
"154363"		"154363"
"154364"		"154364"
"154365"	"THE BREAU'S II"	"154365"
"154366"		"154366"
"154367"		"154367"
"154368"		"154368"
"154370"	"6C 6022"	"154370"
"154371"	"21C-3214"	"154371"
"154372"		"154372"
"154373"	"21C-2670"	"154373"
"154374"	"21C-3479"	"154374"
"154375"		"154375"
"154376"		"154376"
"154379"		"154379"
"154385"	"TOMMY JIMMY"	"154385"
"154386"	"21C2839"	"154386"
"154387"		"154387"
"154388"		"154388"
"154390"	"21C3118"	"154390"
"154394"	"BREAKWATER DANCER"	"154394"
"154395"		"154395"
"154396"		"154396"
"154400"		"154400"
"154404"	"MIGHTY MATTHEW"	"154404"
"154405"	"21C-3491"	"154405"
"154407"		"154407"
"154413"	"BRIAN'S FIRST"	"154413"
"154415"	"MISS CLAUDETTE"	"154415"
"154417"		"154417"
"154418"	"MLLE MELANIE"	"154418"
"154419"	"BOY GEORGE"	"154419"
"154420"	"GAIL MARIE"	"154420"
"154421"	"WISHING WIL"	"154421"
"154422"	"TALL TALES 1"	"154422"
"154423"	"GRISOU"	"154423"
"154424"	"K.C.J."	"154424"
"154425"		"154425"
"154426"	"DADDY'S GIRLS"	"154426"
"154427"	"L'HERON BLEU"	"154427"
"154428"	"TRACY-DAWN II"	"154428"
"154429"	"ALYSSA DANIEL"	"154429"
"154430"	"AMAZING GRACE VII"	"154430"
"154431"	"SILVER SUNRISE"	"154431"
"154432"	"J.C. ENTERPRISE"	"154432"
"154433"	"SCOTTY G. NO 1"	"154433"
"154434"	"2B-4740"	"154434"
"154435"	"RADIANT STAR"	"154435"
"154436"	"TARA DAWN"	"154436"
"154437"	"TYLER BRENNAN"	"154437"
"154438"	"HOCUS POCUS"	"154438"
"154439"	"BEAUTY & THE BEAST"	"154439"
"154441"	"KILLIN TIME"	"154441"
"154442"	"J.Y.M.J."	"154442"
"154443"	"FOUR TIDES"	"154443"
"154444"	"ME & THE MRS"	"154444"
"154445"	"CHRISTINE #1"	"154445"
"154446"	"SEMINOLA WIND"	"154446"
"154447"	"KAYLA JANE"	"154447"
"154448"	"HIGH ISLAND FIVE"	"154448"
"154449"	"KENLOCH LADY #1"	"154449"
"154450"	"SILVER B.J."	"154450"
"154451"	"OLD SMUGGLER"	"154451"
"154452"	"HANNAH'S PRIDE"	"154452"
"154453"	"WAYPOINT"	"154453"
"154454"	"BRITTANIE H"	"154454"
"154455"	"DADDY'S LITTLE GIRL"	"154455"
"154456"	"NAVEAU LADY"	"154456"
"154457"	"SURF DANCER I"	"154457"
"154458"	"VICKY & TRISHA"	"154458"
"154459"		"154459"
"154460"	"MARGERY KATHERINE"	"154460"
"154461"	"OCEAN STAR #2"	"154461"
"154462"	"AARON AND ANDY"	"154462"
"154463"	"THREE LITTLE LADIES 1"	"154463"
"154464"	"TUNA TANGLER"	"154464"
"154465"	"KICK N BACK"	"154465"
"154466"	"HIGH VOLTAGE"	"154466"
"154467"	"6C 6028"	"154467"
"154468"	"MY TWO GIRLS"	"154468"
"154469"	"FISHFINDER"	"154469"
"154470"	"NORTHERN BREEZE"	"154470"
"154471"	"LADY MAJESTIC"	"154471"
"154472"	"MANDY'S DANDY"	"154472"
"154473"	"GERMAIN M"	"154473"
"154474"	"RENELLE ET JULIE"	"154474"
"154475"	"DELPHINIUM"	"154475"
"154476"	"FOXY LADY IV"	"154476"
"154477"	"NATHAN WAYNE"	"154477"
"154478"	"K.T.'S CRUISER"	"154478"
"154479"	"GREEN DRAGON"	"154479"
"154480"	"C.S.G."	"154480"
"154481"	"GERALD W P"	"154481"
"154482"	"DEANNA SHAWN"	"154482"
"154483"	"MOSEY'S BOY"	"154483"
"154484"	"AUTUMN C"	"154484"
"154485"	"VICTORY CHIMES"	"154485"
"154486"	"FAST FORWARD"	"154486"
"154487"	"JANET MARIE 11"	"154487"
"154488"	"ROSY III"	"154488"
"154489"	"MILLENNIUM CONNECTION I"	"154489"
"154490"		"154490"
"154491"	"MABOU BREEZE"	"154491"
"154492"	"1C-1652"	"154492"
"154494"	"PATRICE III"	"154494"
"154495"	"CHRISTA & RICKY"	"154495"
"154496"		"154496"
"154497"	"21C-2853"	"154497"
"154498"	"MY BOY ALEX"	"154498"
"154499"	"FISHERMEN'S HOPE"	"154499"
"154500"	"1C-1651"	"154500"
"154501"	"DANNY C II"	"154501"
"154502"	"T J HOOKER 94"	"154502"
"154503"		"154503"
"154504"	"GER'NTH"	"154504"
"154505"	"NO MISTAKE"	"154505"
"154506"	"LADY ERICA"	"154506"
"154507"	"TANYA DENISE"	"154507"
"154508"	"WET N WILD II"	"154508"
"154509"	"MISTRAL I"	"154509"
"154510"	"COLTON GERARD"	"154510"
"154511"	"TRACADIE BAY LADY"	"154511"
"154512"	"7C-2136"	"154512"
"154513"	"MARC-ANDRE E"	"154513"
"154514"	"MISS LECOUTER"	"154514"
"154516"	"OCEAN SPRAY IV"	"154516"
"154517"	"DEE DEE'S CHOICE"	"154517"
"154518"	"FISHERMAN'S PRIDE"	"154518"
"154519"	"T.S.E."	"154519"
"154520"	"STRAIT TO THE POINT"	"154520"
"154522"	"GULF CRUISER"	"154522"
"154523"		"154523"
"154524"		"154524"
"154525"		"154525"
"154526"		"154526"
"154527"		"154527"
"154528"	"LADY BRITANY"	"154528"
"154529"	"21C-2690"	"154529"
"154532"	"H L W"	"154532"
"154533"	"ASHLEY ET MARIO"	"154533"
